N,V,Tiempo
76,246,3.96767
76,251,3.52226
76,256,4.93774
76,261,4.40237
76,266,3.89249
76,271,4.32901
76,276,4.55988
76,281,4.07948
76,286,4.13075
76,291,4.33088
76,296,4.5156
76,301,4.98827
76,306,5.36977
76,311,5.4687
76,316,4.58678
76,321,5.24077
76,326,5.40308
76,331,4.75009
76,336,4.9505
76,341,5.85116
76,346,5.49274
76,351,4.98045
76,356,4.8533
76,361,4.72536
76,366,6.26019
76,371,8.81212
76,376,6.99129
76,381,5.88652
76,386,6.44096
76,391,5.40638
76,396,6.23836
76,401,6.11934
76,406,6.16094
76,411,5.82233
76,416,5.70776
76,421,5.99716
76,426,6.37234
76,431,6.113
76,436,6.57376
76,441,6.5475
76,446,7.76251
76,451,6.92109
76,456,6.78853
76,461,7.49807
76,466,6.56342
76,471,6.77157
76,476,6.9374
76,481,7.96856
76,486,11.1329
76,491,12.2678
76,496,7.78749
81,1,0.032931
81,6,0.121011
81,11,0.063616
81,16,0.163687
81,21,0.250212
81,26,0.338521
81,31,0.40664
81,36,0.471168
81,41,0.466446
81,46,0.646503
81,51,0.767228
81,56,0.898981
81,61,0.949878
81,66,0.752762
81,71,0.819018
81,76,1.3117
81,81,0.923979
81,86,1.09678
81,91,1.05385
81,96,1.33467
81,101,1.37161
81,106,1.42581
81,111,1.81092
81,116,1.7183
81,121,1.55371
81,126,1.83875
81,131,2.15548
81,136,3.28591
81,141,2.18171
81,146,2.69935
81,151,2.50156
81,156,3.77968
81,161,2.72355
81,166,3.06217
81,171,2.77757
81,176,3.15642
81,181,2.72672
81,186,3.1022
81,191,3.00006
81,196,3.14923
81,201,3.52501
81,206,3.27881
81,211,3.7351
81,216,4.69038
81,221,4.06938
81,226,3.99833
81,231,4.22565
81,236,5.03562
81,241,4.47816
81,246,4.05804
81,251,4.82768
81,256,4.56397
81,261,4.57261
81,266,4.57207
81,271,5.00141
81,276,4.44717
81,281,4.96784
81,286,9.56164
81,291,8.09037
81,296,8.16682
81,301,8.4267
81,306,10.0263
81,311,9.09076
81,316,8.1715
81,321,9.11847
81,326,9.46534
81,331,6.96281
81,336,6.96103
81,341,8.10657
81,346,7.08701
81,351,6.55302
81,356,6.95477
81,361,7.91617
81,366,6.37089
81,371,6.99249
81,376,7.17246
81,381,6.14134
81,386,7.18271
81,391,6.60697
81,396,7.24193
81,401,7.37314
81,406,7.32589
81,411,7.66225
81,416,8.0844
81,421,9.32062
81,426,8.24181
81,431,8.34824
81,436,8.77657
81,441,7.95275
81,446,7.80103
81,451,8.90642
81,456,8.13661
81,461,8.93472
81,466,7.91391
81,471,9.66311
81,476,8.14567
81,481,9.08285
81,486,11.7663
81,491,9.72926
81,496,11.305
86,1,0.072607
86,6,0.094272
86,11,0.202101
86,16,0.326523
86,21,0.324546
86,26,0.207159
86,31,0.384555
86,36,0.513287
86,41,0.596811
86,46,1.00115
86,51,1.38433
86,56,1.68937
86,61,0.991907
86,66,1.7505
86,71,1.477
86,76,1.82679
86,81,1.08455
86,86,1.63588
86,91,1.75583
86,96,2.23904
86,101,2.0816
86,106,2.32304
86,111,3.23505
86,116,2.50804
86,121,2.0684
86,126,2.72609
86,131,2.18918
86,136,2.82745
86,141,2.45361
86,146,2.93414
86,151,3.21995
86,156,2.65271
86,161,3.21908
86,166,3.54913
86,171,3.40317
86,176,3.15202
86,181,2.93361
86,186,3.3895
86,191,3.1242
86,196,3.51241
86,201,4.42868
86,206,5.96828
86,211,6.2427
86,216,6.97727
86,221,8.36347
86,226,6.35634
86,231,4.08507
86,236,5.90614
86,241,4.00223
86,246,4.15435
86,251,4.3986
86,256,4.64674
86,261,5.1625
86,266,4.78944
86,271,5.72377
86,276,5.28705
86,281,5.23268
86,286,5.10787
86,291,6.41895
86,296,5.20502
86,301,6.86072
86,306,6.03067
86,311,5.98001
86,316,5.45312
86,321,5.98635
86,326,5.51018
86,331,6.23959
86,336,7.08186
86,341,6.05055
86,346,6.58954
86,351,9.17087
86,356,7.01828
86,361,6.39685
86,366,6.69293
86,371,6.76553
86,376,7.26015
86,381,7.52306
86,386,6.73598
86,391,8.1538
86,396,7.69317
86,401,8.39975
86,406,7.11224
86,411,7.70048
86,416,7.18603
86,421,7.39893
86,426,8.71521
86,431,9.00037
86,436,8.67307
86,441,8.6021
86,446,8.4625
86,451,8.12093
86,456,9.32772
86,461,8.32449
86,466,8.71656
86,471,8.52175
86,476,9.47973
86,481,8.3613
86,486,9.37035
86,491,9.67792
86,496,9.18958
91,1,0.05446
91,6,0.151548
91,11,0.155499
91,16,0.232042
91,21,0.284401
91,26,0.436266
91,31,0.504131
91,36,0.600844
91,41,0.559139
91,46,0.63613
91,51,0.723694
91,56,0.789593
91,61,0.940294
91,66,0.942805
91,71,1.1771
91,76,1.08116
91,81,1.69403
91,86,1.92142
91,91,2.04087
91,96,1.92296
91,101,2.05517
91,106,2.09079
91,111,2.0978
91,116,2.31478
91,121,2.40434
91,126,4.04137
91,131,2.38311
91,136,2.76092
91,141,2.64567
91,146,3.31426
91,151,3.03488
91,156,2.94296
91,161,3.25822
91,166,2.98945
91,171,3.41798
91,176,3.69129
91,181,3.3398
91,186,3.58036
91,191,3.53672
91,196,3.70324
91,201,3.55356
91,206,3.80203
91,211,4.42746
91,216,4.62467
91,221,4.59844
91,226,5.49831
91,231,4.11793
91,236,4.49437
91,241,4.57464
91,246,5.33202
91,251,4.88241
91,256,5.33141
91,261,5.86384
91,266,6.24873
91,271,5.75926
91,276,6.24038
91,281,7.23601
91,286,7.15933
91,291,6.59584
91,296,6.72867
91,301,7.17097
91,306,6.80598
91,311,7.18092
91,316,7.3243
91,321,7.11056
91,326,8.32187
91,331,8.21048
91,336,7.79224
91,341,7.32626
91,346,7.94101
91,351,8.16071
91,356,6.97913
91,361,7.17239
91,366,7.69681
91,371,7.73569
91,376,9.7612
91,381,9.72905
91,386,12.4396
91,391,10.9745
91,396,8.82933
91,401,8.90111
91,406,8.54912
91,411,8.56247
91,416,9.54981
91,421,10.0219
91,426,9.06885
91,431,9.51699
91,436,8.65098
91,441,8.83578
91,446,8.93361
91,451,8.98147
91,456,10.7387
91,461,10.2804
91,466,12.4139
91,471,9.4342
91,476,9.16285
91,481,9.52979
91,486,11.3471
91,491,9.64724
91,496,11.6235
96,1,0.042873
96,6,0.102794
96,11,0.186564
96,16,0.499391
96,21,0.319279
96,26,0.380741
96,31,0.875036
96,36,0.558789
96,41,0.868672
96,46,1.2483
96,51,1.86082
96,56,1.94931
96,61,2.10786
96,66,2.39086
96,71,1.71629
96,76,1.68725
96,81,2.57834
96,86,2.28898
96,91,2.01442
96,96,2.63515
96,101,2.5009
96,106,3.76974
96,111,3.09224
96,116,3.10025
96,121,2.78301
96,126,3.06848
96,131,2.80577
96,136,3.3255
96,141,2.94688
96,146,4.06562
96,151,4.40517
96,156,4.30577
96,161,4.79885
96,166,3.58495
96,171,3.71303
96,176,4.37326
96,181,5.02125
96,186,4.47427
96,191,4.80755
96,196,4.00437
96,201,5.45265
96,206,4.31051
96,211,4.56102
96,216,5.06309
96,221,4.50193
96,226,4.44294
96,231,5.22921
96,236,6.01928
96,241,5.25327
96,246,5.32728
96,251,5.87642
96,256,7.36946
96,261,6.67488
96,266,6.92847
96,271,6.45755
96,276,6.7719
96,281,6.66696
96,286,6.06013
96,291,6.38224
96,296,6.78636
96,301,6.65909
96,306,7.01493
96,311,8.02434
96,316,7.58251
96,321,7.22932
96,326,7.18843
96,331,7.53413
96,336,9.03498
96,341,7.96662
96,346,8.50119
96,351,8.87431
96,356,9.05593
96,361,8.41673
96,366,8.71259
96,371,8.73722
96,376,9.21677
96,381,10.4373
96,386,10.263
96,391,9.91647
96,396,10.3759
96,401,10.0817
96,406,9.88279
96,411,9.04566
96,416,9.48478
96,421,10.4682
96,426,10.2856
96,431,10.8843
96,436,11.3009
96,441,9.8906
96,446,9.94337
96,451,10.3652
96,456,10.1156
96,461,11.1501
96,466,10.9324
96,471,12.5198
96,476,11.3412
96,481,10.2103
96,486,11.0037
96,491,12.0653
96,496,12.163
101,1,0.043746
101,6,0.144037
101,11,0.145108
101,16,0.387364
101,21,0.436327
101,26,0.522424
101,31,0.747265
101,36,0.853232
101,41,0.81268
101,46,1.02161
101,51,1.22226
101,56,1.33892
101,61,1.32227
101,66,1.36337
101,71,1.49062
101,76,1.57018
101,81,1.51266
101,86,2.08428
101,91,1.96462
101,96,2.33844
101,101,2.30652
101,106,2.64537
101,111,2.285
101,116,3.37714
101,121,2.73377
101,126,2.88915
101,131,3.35664
101,136,3.22203
101,141,3.23563
101,146,3.91356
101,151,3.00626
101,156,4.28909
101,161,3.34798
101,166,5.15736
101,171,5.14725
101,176,5.73896
101,181,5.44199
101,186,5.68428
101,191,6.41529
101,196,7.92668
101,201,4.95339
101,206,5.42034
101,211,5.92972
101,216,6.65819
101,221,5.15415
101,226,5.06213
101,231,5.07596
101,236,5.97438
101,241,7.66154
101,246,7.49985
101,251,9.28631
101,256,7.86577
101,261,10.0339
101,266,9.70384
101,271,8.75464
101,276,7.50384
101,281,7.41212
101,286,8.00093
101,291,6.95297
101,296,7.28536
101,301,7.61785
101,306,9.71997
101,311,10.5592
101,316,8.16906
101,321,8.21324
101,326,8.66963
101,331,8.14381
101,336,7.97635
101,341,8.55394
101,346,10.99
101,351,10.8211
101,356,10.7595
101,361,10.7426
101,366,10.8974
101,371,10.2981
101,376,9.53934
101,381,9.76272
101,386,11.3903
101,391,11.291
101,396,10.7425
101,401,9.97097
101,406,9.46097
101,411,9.4322
101,416,9.50454
101,421,11.0101
101,426,12.0652
101,431,11.0213
101,436,10.888
101,441,11.8245
101,446,11.6888
101,451,11.6173
101,456,10.2648
101,461,12.1884
101,466,12.6652
101,471,11.8662
101,476,12.228
101,481,11.2613
101,486,11.4796
101,491,12.5957
101,496,12.6614
106,1,0.050613
106,6,0.123123
106,11,0.229447
106,16,0.296905
106,21,0.514224
106,26,0.872972
106,31,0.522023
106,36,0.822479
106,41,0.877904
106,46,1.10341
106,51,1.05548
106,56,1.17344
106,61,1.20246
106,66,1.62773
106,71,1.59064
106,76,2.30253
106,81,2.20537
106,86,2.27525
106,91,2.04678
106,96,2.05327
106,101,2.86377
106,106,3.03502
106,111,3.34154
106,116,3.50205
106,121,3.02347
106,126,3.32232
106,131,3.3252
106,136,2.86553
106,141,3.21264
106,146,3.58034
106,151,3.72269
106,156,4.55098
106,161,6.29036
106,166,4.27759
106,171,4.50928
106,176,4.76485
106,181,4.73754
106,186,6.18673
106,191,4.96192
106,196,6.37765
106,201,4.82599
106,206,5.47358
106,211,5.98265
106,216,6.07054
106,221,6.46351
106,226,7.27602
106,231,6.65281
106,236,6.08619
106,241,6.0792
106,246,7.70026
106,251,9.33395
106,256,9.31279
106,261,8.89199
106,266,10.1472
106,271,9.45242
106,276,7.88046
106,281,7.22146
106,286,9.29211
106,291,7.64429
106,296,8.25616
106,301,7.66303
106,306,7.51793
106,311,8.99182
106,316,8.49516
106,321,9.1812
106,326,8.90494
106,331,10.3529
106,336,10.0764
106,341,9.3181
106,346,8.61815
106,351,8.72739
106,356,9.45553
106,361,10.3138
106,366,13.2729
106,371,11.9908
106,376,12.0779
106,381,10.7492
106,386,10.9956
106,391,13.9742
106,396,11.7515
106,401,10.7654
106,406,12.3423
106,411,13.6078
106,416,11.0411
106,421,10.7452
106,426,10.9702
106,431,12.1426
106,436,14.6192
106,441,11.3759
106,446,11.6166
106,451,11.6005
106,456,12.7917
106,461,16.54
106,466,14.1565
106,471,13.8381
106,476,13.8133
106,481,11.9851
106,486,12.2816
106,491,12.2395
106,496,18.8747
111,1,0.068139
111,6,0.193463
111,11,0.247756
111,16,0.424329
111,21,0.481482
111,26,0.440142
111,31,1.03076
111,36,1.18038
111,41,1.09719
111,46,1.14132
111,51,1.03515
111,56,1.43639
111,61,1.28293
111,66,1.64118
111,71,1.6667
111,76,2.35006
111,81,1.93649
111,86,2.4133
111,91,2.54454
111,96,2.53931
111,101,2.51386
111,106,2.95797
111,111,2.77065
111,116,3.33709
111,121,2.68303
111,126,3.27734
111,131,4.86593
111,136,4.05469
111,141,4.70899
111,146,3.63337
111,151,3.48365
111,156,4.02983
111,161,4.42197
111,166,4.23448
111,171,4.54443
111,176,5.27158
111,181,4.61941
111,186,4.60162
111,191,5.6468
111,196,4.99436
111,201,5.27532
111,206,6.50249
111,211,7.35069
111,216,5.67909
111,221,6.53274
111,226,6.26622
111,231,6.54474
111,236,8.89466
111,241,8.95864
111,246,9.10468
111,251,8.43564
111,256,7.98176
111,261,8.75142
111,266,8.42388
111,271,7.25516
111,276,7.76887
111,281,7.75
111,286,8.69119
111,291,8.38582
111,296,8.11705
111,301,9.16794
111,306,9.66585
111,311,9.36805
111,316,9.22014
111,321,9.53507
111,326,8.59993
111,331,9.22218
111,336,9.44227
111,341,11.3509
111,346,12.825
111,351,10.2987
111,356,9.51716
111,361,10.7747
111,366,10.1785
111,371,10.9261
111,376,14.9436
111,381,14.7323
111,386,11.7173
111,391,10.2
111,396,10.5196
111,401,10.9463
111,406,10.8822
111,411,11.9311
111,416,12.1786
111,421,11.8375
111,426,13.7862
111,431,14.1162
111,436,16.9431
111,441,19.0158
111,446,18.7652
111,451,17.7914
111,456,17.1499
111,461,17.3672
111,466,26.1815
111,471,13.91
111,476,15.0196
111,481,30.5622
111,486,42.4773
111,491,28.5257
111,496,23.4673
116,1,0.077827
116,6,0.122831
116,11,0.355667
116,16,0.415318
116,21,0.624049
116,26,0.54966
116,31,0.860404
116,36,1.33523
116,41,1.33317
116,46,1.1583
116,51,1.68972
116,56,2.27262
116,61,1.9447
116,66,1.53189
116,71,2.47842
116,76,2.28862
116,81,2.7021
116,86,2.80783
116,91,3.33205
116,96,2.95391
116,101,2.93625
116,106,4.20484
116,111,3.82738
116,116,3.46394
116,121,4.36206
116,126,3.42562
116,131,3.76959
116,136,3.71421
116,141,4.24967
116,146,4.45472
116,151,4.34752
116,156,4.38888
116,161,4.48181
116,166,6.33129
116,171,6.38466
116,176,7.1024
116,181,6.68608
116,186,8.05582
116,191,7.8616
116,196,8.00355
116,201,7.60533
116,206,9.54017
116,211,8.09661
116,216,12.5041
116,221,9.15586
116,226,7.42136
116,231,8.01554
116,236,8.8723
116,241,8.913
116,246,7.80052
116,251,9.20758
116,256,8.52089
116,261,10.1526
116,266,8.917
116,271,9.44341
116,276,8.08877
116,281,8.0569
116,286,7.71073
116,291,8.35238
116,296,8.97866
116,301,9.09783
116,306,12.4658
116,311,10.8056
116,316,10.5928
116,321,10.3346
116,326,9.6601
116,331,9.5344
116,336,10.1557
116,341,11.8765
116,346,13.021
116,351,16.1728
116,356,14.4518
116,361,12.1941
116,366,11.8183
116,371,10.2181
116,376,12.5733
116,381,10.9795
116,386,12.1727
116,391,12.9457
116,396,12.8584
116,401,13.2396
116,406,16.2585
116,411,13.8312
116,416,12.9749
116,421,13.1137
116,426,13.8505
116,431,14.7829
116,436,14.8573
116,441,19.1404
116,446,14.6035
116,451,14.145
116,456,13.5073
116,461,13.391
116,466,15.4158
116,471,13.7192
116,476,14.7888
116,481,14.1991
116,486,15.4559
116,491,21.6291
116,496,18.9716
121,1,0.081337
121,6,0.168587
121,11,0.488674
121,16,0.451864
121,21,0.562756
121,26,0.918705
121,31,1.02925
121,36,1.08513
121,41,1.09393
121,46,1.17801
121,51,1.34528
121,56,1.73653
121,61,2.29588
121,66,2.19156
121,71,2.51957
121,76,2.8042
121,81,4.38322
121,86,4.12787
121,91,3.70877
121,96,6.01505
121,101,4.34443
121,106,4.12034
121,111,3.67304
121,116,3.63031
121,121,4.73827
121,126,4.13174
121,131,4.41734
121,136,4.20773
121,141,4.35203
121,146,6.18913
121,151,6.53421
121,156,6.15913
121,161,5.94716
121,166,5.05648
121,171,5.92791
121,176,6.322
121,181,5.95104
121,186,5.78268
121,191,5.99024
121,196,5.88427
121,201,5.94168
121,206,7.50764
121,211,7.12695
121,216,6.60854
121,221,6.66434
121,226,7.61143
121,231,7.09265
121,236,7.6155
121,241,7.65354
121,246,7.67115
121,251,8.04337
121,256,9.35921
121,261,9.18852
121,266,8.28266
121,271,8.78877
121,276,8.80393
121,281,8.95896
121,286,8.86731
121,291,9.00615
121,296,8.66394
121,301,11.5786
121,306,10.4253
121,311,10.4975
121,316,10.3488
121,321,10.5943
121,326,11.836
121,331,10.3191
121,336,12.574
121,341,12.484
121,346,10.8623
121,351,12.5441
121,356,12.9327
121,361,11.9493
121,366,12.1528
121,371,12.7962
121,376,12.155
121,381,13.2637
121,386,13.5544
121,391,12.6954
121,396,13.4021
121,401,14.546
121,406,15.045
121,411,13.4961
121,416,13.2979
121,421,13.4581
121,426,13.5211
121,431,20.0481
121,436,34.0716
121,441,19.1568
121,446,14.6681
121,451,16.3339
121,456,13.864
121,461,15.4005
121,466,22.2228
121,471,21.5667
121,476,22.826
121,481,18.3338
121,486,16.975
121,491,19.7041
121,496,16.9583
126,1,0.112465
126,6,0.19216
126,11,0.426647
126,16,0.517656
126,21,0.571388
126,26,0.862322
126,31,0.866836
126,36,0.992412
126,41,1.49818
126,46,1.39186
126,51,1.47552
126,56,1.85305
126,61,1.86313
126,66,2.62105
126,71,2.39235
126,76,2.27416
126,81,2.86205
126,86,2.49643
126,91,2.69744
126,96,2.61166
126,101,3.0363
126,106,4.17888
126,111,3.68874
126,116,3.86236
126,121,4.06954
126,126,4.14066
126,131,4.48827
126,136,4.58479
126,141,4.31278
126,146,4.65525
126,151,6.34717
126,156,5.78463
126,161,5.77089
126,166,6.76705
126,171,6.03643
126,176,7.17082
126,181,6.11342
126,186,6.71306
126,191,6.89042
126,196,7.6057
126,201,6.91675
126,206,6.91813
126,211,8.70458
126,216,7.61336
126,221,8.27276
126,226,8.92144
126,231,8.44719
126,236,8.264
126,241,8.29064
126,246,8.12393
126,251,8.68973
126,256,8.94394
126,261,8.68517
126,266,9.2271
126,271,11.9523
126,276,9.88997
126,281,22.058
126,286,17.1936
126,291,11.748
126,296,10.0032
126,301,11.764
126,306,10.499
126,311,11.2761
126,316,11.5283
126,321,12.3172
126,326,12.3678
126,331,12.5252
126,336,12.8719
126,341,12.0863
126,346,14.2833
126,351,11.9094
126,356,12.7919
126,361,12.5782
126,366,14.3613
126,371,13.3345
126,376,13.7409
126,381,13.8906
126,386,19.2151
126,391,16.3039
126,396,13.8223
126,401,13.0702
126,406,14.1494
126,411,13.2952
126,416,15.8101
126,421,13.7411
126,426,14.6272
126,431,15.0432
126,436,17.3214
126,441,30.0016
126,446,28.273
126,451,18.7992
126,456,17.0325
126,461,18.9869
126,466,22.4861
126,471,17.1354
126,476,18.6723
126,481,16.1416
126,486,16.3107
126,491,16.8973
126,496,25.3015
131,1,0.079925
131,6,0.128608
131,11,0.476127
131,16,0.342233
131,21,0.406504
131,26,0.5883
131,31,1.04907
131,36,1.69062
131,41,1.25315
131,46,1.32661
131,51,1.50183
131,56,1.59958
131,61,1.90992
131,66,2.29735
131,71,2.59121
131,76,3.04542
131,81,3.51331
131,86,2.73434
131,91,2.88392
131,96,3.06643
131,101,3.66442
131,106,3.9528
131,111,5.23396
131,116,4.81262
131,121,4.84923
131,126,4.31194
131,131,4.66089
131,136,5.18842
131,141,5.05241
131,146,4.59876
131,151,7.24289
131,156,5.96502
131,161,6.32618
131,166,6.55192
131,171,7.22908
131,176,6.72381
131,181,6.91733
131,186,7.29948
131,191,7.98212
131,196,7.68665
131,201,7.86968
131,206,9.74524
131,211,8.46248
131,216,9.91077
131,221,7.80555
131,226,9.0645
131,231,8.42007
131,236,8.88541
131,241,9.71864
131,246,11.8837
131,251,9.19266
131,256,8.85289
131,261,9.58042
131,266,10.0948
131,271,10.3233
131,276,9.96525
131,281,9.7361
131,286,12.9198
131,291,11.4361
131,296,12.9117
131,301,11.8526
131,306,12.3636
131,311,12.0246
131,316,10.9357
131,321,11.006
131,326,11.5274
131,331,14.3158
131,336,12.1051
131,341,13.0422
131,346,11.4315
131,351,13.077
131,356,12.2657
131,361,12.4907
131,366,12.646
131,371,13.0336
131,376,13.2243
131,381,14.4555
131,386,17.3976
131,391,14.2457
131,396,13.8471
131,401,14.1078
131,406,13.7171
131,411,16.4589
131,416,14.9932
131,421,15.1562
131,426,16.194
131,431,14.2453
131,436,14.9
131,441,16.0947
131,446,18.1004
131,451,16.47
131,456,16.5953
131,461,15.588
131,466,18.1791
131,471,16.5012
131,476,17.5133
131,481,16.5162
131,486,16.2746
131,491,19.4321
131,496,18.8832
136,1,0.108285
136,6,0.288203
136,11,0.458003
136,16,0.500858
136,21,0.622599
136,26,0.822637
136,31,0.941941
136,36,1.53944
136,41,1.29744
136,46,1.26366
136,51,1.39752
136,56,1.98585
136,61,2.26833
136,66,2.61856
136,71,2.23803
136,76,2.85643
136,81,3.89759
136,86,3.68108
136,91,3.04294
136,96,3.29744
136,101,3.28054
136,106,3.51843
136,111,3.89518
136,116,3.82479
136,121,4.21715
136,126,4.17823
136,131,4.43925
136,136,4.87477
136,141,4.95405
136,146,5.37894
136,151,5.71253
136,156,7.03063
136,161,6.34505
136,166,6.13851
136,171,6.82297
136,176,6.19374
136,181,6.6033
136,186,6.72746
136,191,6.86208
136,196,9.95761
136,201,7.96623
136,206,7.70432
136,211,7.83321
136,216,8.36122
136,221,7.8471
136,226,8.54122
136,231,8.61915
136,236,8.95247
136,241,8.80309
136,246,8.75018
136,251,9.59912
136,256,10.5895
136,261,9.93199
136,266,10.2525
136,271,10.2636
136,276,10.2676
136,281,10.4785
136,286,10.7782
136,291,12.8429
136,296,11.4743
136,301,11.7432
136,306,11.1491
136,311,11.3852
136,316,11.5412
136,321,11.8856
136,326,14.2102
136,331,12.6998
136,336,12.7141
136,341,12.6631
136,346,12.2895
136,351,14.392
136,356,14.8068
136,361,13.7769
136,366,13.4742
136,371,14.2328
136,376,13.8111
136,381,13.5634
136,386,15.4142
136,391,16.2451
136,396,14.0429
136,401,14.3291
136,406,14.5744
136,411,15.0183
136,416,16.7326
136,421,15.1888
136,426,16.596
136,431,15.6671
136,436,15.7848
136,441,16.2362
136,446,16.38
136,451,16.5014
136,456,16.5726
136,461,16.8187
136,466,21.6774
136,471,18.4551
136,476,18.2794
136,481,17.151
136,486,18.1244
136,491,19.9773
136,496,17.8975
141,1,0.071604
141,6,0.231466
141,11,0.429358
141,16,0.404043
141,21,0.526797
141,26,0.905869
141,31,1.24869
141,36,1.14822
141,41,1.41975
141,46,1.55522
141,51,1.52843
141,56,2.29245
141,61,2.34437
141,66,2.52352
141,71,2.91918
141,76,3.05328
141,81,3.04282
141,86,3.88051
141,91,3.60384
141,96,3.36361
141,101,3.40517
141,106,3.43033
141,111,4.08541
141,116,3.67764
141,121,4.25569
141,126,5.05073
141,131,4.35884
141,136,4.8624
141,141,5.50467
141,146,5.90053
141,151,5.63952
141,156,6.97194
141,161,6.46155
141,166,6.89687
141,171,6.96554
141,176,7.78215
141,181,7.28567
141,186,6.91843
141,191,7.8158
141,196,7.57749
141,201,7.52081
141,206,10.0404
141,211,8.2304
141,216,9.17512
141,221,9.88574
141,226,9.0935
141,231,9.23475
141,236,8.59381
141,241,8.95741
141,246,9.54388
141,251,9.58484
141,256,9.94163
141,261,10.9869
141,266,11.708
141,271,11.2611
141,276,10.9358
141,281,11.3993
141,286,12.7687
141,291,12.2793
141,296,11.6407
141,301,12.0877
141,306,13.0691
141,311,13.1192
141,316,13.4102
141,321,13.0027
141,326,13.2122
141,331,13.818
141,336,14.8606
141,341,14.7546
141,346,16.7149
141,351,14.1296
141,356,20.1
141,361,19.209
141,366,20.0454
141,371,22.2274
141,376,17.8803
141,381,22.2909
141,386,17.1215
141,391,17.3801
141,396,16.3114
141,401,17.4445
141,406,16.8003
141,411,15.5898
141,416,21.9317
141,421,18.2493
141,426,17.4353
141,431,17.74
141,436,18.2782
141,441,22.586
141,446,24.1751
141,451,22.1376
141,456,24.1567
141,461,22.1569
141,466,20.1582
141,471,25.2556
141,476,20.3057
141,481,20.2182
141,486,19.6791
141,491,20.4645
141,496,20.2635
146,1,0.162931
146,6,0.303527
146,11,0.797759
146,16,0.566454
146,21,0.834611
146,26,1.04494
146,31,1.31632
146,36,1.36533
146,41,1.54863
146,46,1.57824
146,51,1.76521
146,56,1.75216
146,61,2.69691
146,66,2.57724
146,71,3.00689
146,76,3.1671
146,81,3.96684
146,86,3.00675
146,91,3.71766
146,96,4.05238
146,101,4.05068
146,106,4.58791
146,111,4.89086
146,116,4.65936
146,121,5.04003
146,126,4.75433
146,131,5.60044
146,136,5.65718
146,141,5.53324
146,146,6.28048
146,151,6.91446
146,156,6.45124
146,161,7.67753
146,166,6.79948
146,171,8.74817
146,176,8.2434
146,181,8.54107
146,186,7.25251
146,191,7.90684
146,196,8.71351
146,201,8.81972
146,206,8.89049
146,211,9.62055
146,216,10.8361
146,221,12.1197
146,226,12.1102
146,231,12.0083
146,236,12.3788
146,241,11.7924
146,246,15.3916
146,251,11.5864
146,256,12.7299
146,261,14.9471
146,266,15.2048
146,271,23.1694
146,276,29.7377
146,281,28.7052
146,286,26.2073
146,291,21.377
146,296,20.796
146,301,20.2658
146,306,25.4098
146,311,30.2413
146,316,24.156
146,321,23.5273
146,326,18.5282
146,331,16.6254
146,336,24.2016
146,341,34.4672
146,346,25.3532
146,351,29.1438
146,356,32.5835
146,361,32.2893
146,366,23.9721
146,371,28.6328
146,376,26.5108
146,381,27.6935
146,386,40.9526
146,391,27.2482
146,396,25.7041
146,401,27.5143
146,406,24.6
146,411,24.9832
146,416,22.4985
146,421,20.5952
146,426,18.3763
146,431,18.1085
146,436,20.4852
146,441,27.9228
146,446,31.7926
146,451,38.3162
146,456,35.7577
146,461,26.559
146,466,32.0892
146,471,27.4884
146,476,26.8072
146,481,36.3162
146,486,27.124
146,491,26.4497
146,496,34.5496
151,1,0.480292
151,6,0.533139
151,11,0.869082
151,16,0.98207
151,21,1.00236
151,26,1.42024
151,31,1.1948
151,36,1.50854
151,41,2.51367
151,46,2.07701
151,51,2.18453
151,56,2.48939
151,61,2.46335
151,66,2.7132
151,71,2.60113
151,76,3.28961
151,81,3.35118
151,86,3.57304
151,91,3.30206
151,96,3.54445
151,101,4.0487
151,106,4.95667
151,111,5.04823
151,116,7.02028
151,121,6.48665
151,126,8.38898
151,131,9.89226
151,136,12.2137
151,141,14.3559
151,146,13.3578
151,151,14.5572
151,156,13.6405
151,161,14.6157
151,166,13.6523
151,171,11.1909
151,176,7.63093
151,181,12.4127
151,186,12.791
151,191,15.0119
151,196,15.1648
151,201,15.5547
151,206,13.959
151,211,13.5935
151,216,12.6616
151,221,12.3318
151,226,10.6937
151,231,10.4798
151,236,11.6834
151,241,11.3854
151,246,16.2585
151,251,19.4241
151,256,12.6648
151,261,12.6633
151,266,12.6072
151,271,11.6252
151,276,13.0503
151,281,19.0108
151,286,15.2226
151,291,14.9419
151,296,15.265
151,301,15.4768
151,306,15.7935
151,311,15.043
151,316,16.2007
151,321,16.0202
151,326,25.4602
151,331,19.7348
151,336,17.0447
151,341,18.8282
151,346,24.8118
151,351,27.3102
151,356,29.3949
151,361,24.4667
151,366,20.0072
151,371,19.1039
151,376,16.6081
151,381,16.9505
151,386,16.1674
151,391,18.9023
151,396,18.0502
151,401,18.8378
151,406,17.8402
151,411,17.9429
151,416,18.9331
151,421,17.7348
151,426,18.3224
151,431,18.8924
151,436,22.6655
151,441,19.5096
151,446,20.6826
151,451,29.5945
151,456,20.8366
151,461,22.1295
151,466,22.8849
151,471,20.604
151,476,27.6612
151,481,38.2023
151,486,26.2316
151,491,21.3777
151,496,21.138
156,1,0.150763
156,6,0.165005
156,11,0.582136
156,16,0.713587
156,21,0.997211
156,26,0.980899
156,31,1.56085
156,36,2.25244
156,41,1.73253
156,46,2.2894
