n,V,resultado,tiempo
100,100,38,7.29978
100,100,38,10.8096
100,100,38,11.9321
100,100,38,7.5382
100,100,38,8.08561
100,100,38,7.6761
100,100,38,9.11477
100,100,38,8.50809
100,100,38,7.4762
100,100,38,9.1319
100,100,38,7.7579
100,100,38,8.25568
100,100,38,8.78558
100,100,38,7.45012
100,100,38,8.12098
100,100,38,7.54325
100,200,40,14.2616
100,200,40,13.7569
100,200,40,15.0492
100,200,40,17.2661
100,200,40,12.9028
100,200,40,12.9618
100,200,40,13.1662
100,200,40,12.9191
100,200,40,16.3137
100,200,40,16.8167
100,200,40,15.3384
100,200,40,13.5656
100,200,40,15.5626
100,200,40,15.5156
100,200,40,15.6048
100,200,40,13.7685
100,200,40,15.0876
100,200,40,15.7608
100,200,40,16.5194
100,200,40,14.1525
100,300,40,33.041
100,300,40,22.5761
100,300,40,24.0132
100,300,40,25.0093
100,300,40,26.8794
100,300,40,21.3897
100,300,40,22.487
100,300,40,21.3848
100,300,40,22.8242
100,300,40,22.6135
100,300,40,22.3813
100,300,40,22.6326
100,300,40,23.0906
100,300,40,22.2893
100,300,40,22.4026
100,300,40,22.4248
100,300,40,21.5034
100,300,40,22.6514
100,300,40,22.5799
100,300,40,22.2716
100,400,42,34.637
100,400,42,29.8149
100,400,42,36.3845
100,400,42,29.278
100,400,42,33.0624
100,400,42,29.4234
100,400,42,31.3557
100,400,42,29.4809
100,400,42,31.4403
100,400,42,30.7019
100,400,42,32.2638
100,400,42,29.6143
100,400,42,32.4741
100,400,42,29.7086
100,400,42,31.0964
100,400,42,29.5738
100,400,42,33.9472
100,400,42,33.9767
100,400,42,31.2944
100,400,42,31.0637
100,500,45,39.4732
100,500,45,37.5892
100,500,45,39.16
100,500,45,37.5793
100,500,45,42.0642
100,500,45,39.4582
100,500,45,38.4218
100,500,45,37.0418
100,500,45,36.968
100,500,45,37.7901
100,500,45,37.3294
100,500,45,38.0064
100,500,45,37.1278
100,500,45,40.0327
100,500,45,37.9617
100,500,45,46.8668
100,500,45,37.0387
100,500,45,50.6605
100,500,45,37.3728
100,500,45,37.4366
100,600,40,43.1417
100,600,40,43.1461
100,600,40,42.9603
100,600,40,41.8241
100,600,40,42.6782
100,600,40,41.9818
100,600,40,41.8967
100,600,40,41.9744
100,600,40,42.2714
100,600,40,42.7099
100,600,40,44.0831
100,600,40,41.8375
100,600,40,42.1364
100,600,40,41.9591
100,600,40,42.7942
100,600,40,42.3082
100,600,40,42.0477
100,600,40,42.2436
100,600,40,42.3877
100,600,40,42.3912
100,700,40,56.2595
100,700,40,53.2585
100,700,40,55.401
100,700,40,56.0062
100,700,40,84.5257
100,700,40,81.2671
100,700,40,53.2826
100,700,40,53.1963
100,700,40,94.5952
100,700,40,55.6694
100,700,40,58.9436
100,700,40,66.2773
100,700,40,55.2817
100,700,40,73.944
100,700,40,88.8322
100,700,40,78.7816
100,700,40,79.3161
100,700,40,66.7054
100,700,40,72.543
100,700,40,68.5285
100,800,43,119.963
100,800,43,132.359
100,800,43,80.8479
100,800,43,67.6408
100,800,43,67.8748
100,800,43,58.9853
100,800,43,57.9008
100,800,43,57.8665
100,800,43,58.0258
100,800,43,58.0422
100,800,43,58.1222
100,800,43,58.0269
100,800,43,60.5244
100,800,43,59.0392
100,800,43,58.1762
100,800,43,58.0601
100,800,43,58.6335
100,800,43,58.0085
100,800,43,58.0791
100,800,43,58.2264
100,900,44,67.4768
100,900,44,66.5594
100,900,44,109.48
100,900,44,105.201
100,900,44,93.8831
100,900,44,83.3981
100,900,44,86.3544
100,900,44,98.4293
100,900,44,156.212
100,900,44,132.461
100,900,44,76.4834
100,900,44,101.58
100,900,44,89.4627
100,900,44,83.7111
100,900,44,82.9451
100,900,44,83.7597
100,900,44,76.0536
100,900,44,73.5506
100,900,44,74.4349
100,900,44,85.195
100,1000,43,81.4096
100,1000,43,73.7221
100,1000,43,75.1336
100,1000,43,86.8348
100,1000,43,73.1142
100,1000,43,73.102
100,1000,43,88.4034
100,1000,43,91.9331
100,1000,43,75.6913
100,1000,43,85.339
100,1000,43,73.9748
100,1000,43,72.9115
100,1000,43,85.6957
100,1000,43,73.192
100,1000,43,74.0977
100,1000,43,75.7937
100,1000,43,84.0863
100,1000,43,73.8346
100,1000,43,73.63
100,1000,43,99.2052
200,0,0,0.449494
200,0,0,0.446182
200,0,0,0.481769
200,0,0,0.518946
200,0,0,0.728723
200,0,0,0.739524
200,0,0,0.50302
200,0,0,0.454532
200,0,0,0.447544
200,0,0,0.443606
200,0,0,0.49747
200,0,0,0.579871
200,0,0,0.45432
200,0,0,0.517045
200,0,0,0.541633
200,0,0,0.613334
200,0,0,0.471557
200,0,0,0.473232
200,0,0,0.47822
200,0,0,0.576221
200,100,100,15.6531
200,100,100,14.5544
200,100,100,14.433
200,100,100,14.7085
200,100,100,14.6909
200,100,100,14.2378
200,100,100,15.0866
200,100,100,15.07
200,100,100,17.9221
200,100,100,21.4642
200,100,100,14.8271
200,100,100,17.1607
200,100,100,14.3748
200,100,100,14.8293
200,100,100,14.5924
200,100,100,14.7159
200,100,100,18.4488
200,100,100,15.1447
200,100,100,18.6355
200,100,100,19.3691
200,200,75,38.16
200,200,75,35.486
200,200,75,34.43
200,200,75,43.9561
200,200,75,34.8206
200,200,75,48.2526
200,200,75,36.9799
200,200,75,34.4164
200,200,75,34.9103
200,200,75,35.2461
200,200,75,37.5514
200,200,75,37.0366
200,200,75,33.7147
200,200,75,36.6536
200,200,75,35.6863
200,200,75,35.2759
200,200,75,36.2835
200,200,75,34.8931
200,200,75,33.9237
200,200,75,35.6446
200,300,95,58.4972
200,300,95,50.5216
200,300,95,49.1372
200,300,95,58.3591
200,300,95,59.9759
200,300,95,50.6044
200,300,95,57.9468
200,300,95,58.4061
200,300,95,50.0983
200,300,95,48.3624
200,300,95,49.5988
200,300,95,48.4765
200,300,95,49.9039
200,300,95,68.3296
200,300,95,52.006
200,300,95,49.7379
200,300,95,51.8055
200,300,95,49.7986
200,300,95,51.7717
200,300,95,50.1218
200,400,80,70.1981
200,400,80,85.469
200,400,80,69.6637
200,400,80,78.3229
200,400,80,69.6418
200,400,80,69.4044
200,400,80,69.2956
200,400,80,69.4449
200,400,80,71.2717
200,400,80,77.2257
200,400,80,70.0951
200,400,80,78.4852
200,400,80,68.7792
200,400,80,71.7895
200,400,80,77.9166
200,400,80,68.4208
200,400,80,70.0821
200,400,80,69.0926
200,400,80,70.6075
200,400,80,68.7973
200,500,85,92.896
200,500,85,84.852
200,500,85,85.2464
200,500,85,83.9553
200,500,85,94.6645
200,500,85,87.1264
200,500,85,86.5665
200,500,85,84.4693
200,500,85,90.2864
200,500,85,85.462
200,500,85,82.9769
200,500,85,93.9425
200,500,85,84.4804
200,500,85,102.128
200,500,85,99.3319
200,500,85,84.3784
200,500,85,81.838
200,500,85,83.0408
200,500,85,83.2299
200,500,85,96.1291
200,600,86,108.242
200,600,86,111.053
200,600,86,101.871
200,600,86,111.926
200,600,86,102.833
200,600,86,99.9722
200,600,86,100.751
200,600,86,101.175
200,600,86,99.5018
200,600,86,100.89
200,600,86,99.7455
200,600,86,101.172
200,600,86,100.797
200,600,86,102.462
200,600,86,99.3877
200,600,86,99.4309
200,600,86,101.047
200,600,86,99.4411
200,600,86,118.16
200,600,86,100.807
200,700,86,120.886
200,700,86,121.605
200,700,86,121.681
200,700,86,120.721
200,700,86,121.655
200,700,86,121.619
200,700,86,121.374
200,700,86,127.331
200,700,86,119.924
200,700,86,122.576
200,700,86,121.157
200,700,86,119.637
200,700,86,120.414
200,700,86,122.026
200,700,86,120.643
200,700,86,120.894
200,700,86,119.747
200,700,86,123.87
200,700,86,119.587
200,700,86,134.049
200,800,83,143.957
200,800,83,131.348
200,800,83,129.027
200,800,83,133.357
200,800,83,137.421
200,800,83,130.032
200,800,83,140.527
200,800,83,133.932
200,800,83,142.82
200,800,83,134.118
200,800,83,141.61
200,800,83,160.848
200,800,83,138.745
200,800,83,136.614
200,800,83,160.851
200,800,83,132.575
200,800,83,133.606
200,800,83,144.43
200,800,83,128.713
200,800,83,127.825
200,900,93,145.826
200,900,93,146.795
200,900,93,148.121
200,900,93,146.886
200,900,93,146.208
200,900,93,147.75
200,900,93,146.863
200,900,93,148.559
200,900,93,147.339
200,900,93,159.609
200,900,93,159.915
200,900,93,159.507
200,900,93,148.607
200,900,93,156.214
200,900,93,148.371
200,900,93,148.055
200,900,93,148.511
200,900,93,148.073
200,900,93,148.178
200,900,93,172.06
200,1000,83,163.743
200,1000,83,162.457
200,1000,83,162.236
200,1000,83,162.855
200,1000,83,161.977
200,1000,83,162.831
200,1000,83,175.766
200,1000,83,177.487
200,1000,83,175.888
200,1000,83,163.012
200,1000,83,172.803
200,1000,83,176.548
200,1000,83,165.344
200,1000,83,175.791
200,1000,83,167.864
200,1000,83,168.763
200,1000,83,166.573
200,1000,83,163.396
200,1000,83,161.471
200,1000,83,165.485
300,0,0,0.970652
300,0,0,0.967039
300,0,0,0.895488
300,0,0,1.16799
300,0,0,1.28564
300,0,0,1.16475
300,0,0,0.99434
300,0,0,0.867425
300,0,0,1.06254
300,0,0,1.14678
300,0,0,1.1436
300,0,0,0.881901
300,0,0,0.866551
300,0,0,0.863025
300,0,0,0.954915
300,0,0,0.890913
300,0,0,1.04958
300,0,0,1.05138
300,0,0,0.87215
300,0,0,0.921276
300,100,100,45.6517
300,100,100,44.7066
300,100,100,45.2903
300,100,100,45.5838
300,100,100,46.8248
300,100,100,52.1586
300,100,100,45.3488
300,100,100,46.5402
300,100,100,46.0324
300,100,100,45.0579
300,100,100,45.5762
300,100,100,46.0404
300,100,100,46.5555
300,100,100,45.8699
300,100,100,58.7773
300,100,100,44.883
300,100,100,45.8979
300,100,100,45.5473
300,100,100,45.2365
300,100,100,49.0446
300,200,101,96.1702
300,200,101,110.482
300,200,101,95.8088
300,200,101,98.9612
300,200,101,89.4061
300,200,101,89.5628
300,200,101,87.6409
300,200,101,86.217
300,200,101,86.8541
300,200,101,86.8976
300,200,101,88.2181
300,200,101,111.652
300,200,101,88.8848
300,200,101,89.6871
300,200,101,88.5004
300,200,101,94.193
300,200,101,88.575
300,200,101,90.1395
300,200,101,90.1619
300,200,101,88.7443
300,300,118,135.828
300,300,118,128.115
300,300,118,127.363
300,300,118,135.43
300,300,118,127.619
300,300,118,134.181
300,300,118,130.825
300,300,118,132.938
300,300,118,129.411
300,300,118,139.718
300,300,118,144.573
300,300,118,133.053
300,300,118,126.14
300,300,118,133.396
300,300,118,128.756
300,300,118,129.747
300,300,118,136.234
300,300,118,136.205
300,300,118,132.34
300,300,118,133.712
300,400,121,152.949
300,400,121,148.349
300,400,121,148.21
300,400,121,148.667
300,400,121,149.623
300,400,121,147.829
300,400,121,149.21
300,400,121,148.847
300,400,121,161.221
300,400,121,164.628
300,400,121,154.689
300,400,121,145.906
300,400,121,146.646
300,400,121,152.205
300,400,121,145.85
300,400,121,146.971
300,400,121,173.931
300,400,121,249.059
300,400,121,152.288
300,400,121,145.902
300,500,120,214.044
300,500,120,200.805
300,500,120,209.837
300,500,120,207.275
300,500,120,213.91
300,500,120,197.98
300,500,120,201.717
300,500,120,210.32
300,500,120,200.137
300,500,120,198.426
300,500,120,211.719
300,500,120,206.203
300,500,120,211.926
300,500,120,198.535
300,500,120,205.989
300,500,120,202.888
300,500,120,199.924
300,500,120,210.567
300,500,120,199.307
300,500,120,203.56
300,600,118,252.374
300,600,118,248.432
300,600,118,246.271
300,600,118,254.464
300,600,118,251.663
300,600,118,248.603
300,600,118,248.881
300,600,118,256.511
300,600,118,247.32
300,600,118,247.169
300,600,118,247.949
300,600,118,247.992
300,600,118,255.718
300,600,118,249.077
300,600,118,247.789
300,600,118,258.71
300,600,118,257.046
300,600,118,248.478
300,600,118,251.072
300,600,118,247.155
300,700,125,292.996
300,700,125,289.678
300,700,125,285.049
300,700,125,285.818
300,700,125,291.341
300,700,125,289.027
300,700,125,298.573
300,700,125,284.158
300,700,125,286.007
300,700,125,283.333
300,700,125,285.858
300,700,125,277.188
300,700,125,280.841
300,700,125,279.029
300,700,125,283.245
300,700,125,288.068
300,700,125,285.68
300,700,125,283.621
300,700,125,283.21
300,700,125,282.444
300,800,126,341.34
300,800,126,336.547
300,800,126,332.55
300,800,126,329.785
300,800,126,331.893
300,800,126,343.616
300,800,126,331.27
300,800,126,327.341
300,800,126,332.903
300,800,126,334.281
300,800,126,326.863
300,800,126,324.065
300,800,126,324.934
300,800,126,324.099
300,800,126,334.677
300,800,126,345.704
300,800,126,326.76
300,800,126,340.709
300,800,126,325.629
300,800,126,326.439
300,900,116,385.547
300,900,116,374.381
300,900,116,385.906
300,900,116,394.855
300,900,116,386.849
300,900,116,383.918
300,900,116,383.542
300,900,116,379.203
300,900,116,378.225
300,900,116,381.604
300,900,116,390.561
300,900,116,374.607
300,900,116,373.572
300,900,116,373.893
300,900,116,377.602
300,900,116,405.19
300,900,116,383.461
300,900,116,476.326
300,900,116,412.721
300,900,116,416.756
300,1000,125,683.08
300,1000,125,570.916
300,1000,125,524.298
300,1000,125,485.128
300,1000,125,567.53
300,1000,125,456.38
300,1000,125,448.6
300,1000,125,469.123
300,1000,125,493.707
300,1000,125,439.156
300,1000,125,448.04
300,1000,125,407.979
300,1000,125,422.493
300,1000,125,443.751
300,1000,125,538.542
300,1000,125,462.193
300,1000,125,458.402
300,1000,125,419.582
300,1000,125,434.184
300,1000,125,451.221
400,0,0,1.61356
400,0,0,1.61312
400,0,0,1.6315
400,0,0,1.61049
400,0,0,1.96529
400,0,0,1.53097
400,0,0,1.60987
400,0,0,1.56266
400,0,0,1.66813
400,0,0,1.61237
400,0,0,1.67012
400,0,0,1.52657
400,0,0,1.64487
400,0,0,1.5064
400,0,0,1.53067
400,0,0,1.49182
400,0,0,1.74986
400,0,0,1.49036
400,0,0,1.48991
400,0,0,1.50513
400,100,-1,1.56695
400,100,-1,1.55711
400,100,-1,1.89653
400,100,-1,2.57286
400,100,-1,3.19103
400,100,-1,1.61297
400,100,-1,1.56825
400,100,-1,2.85412
400,100,-1,1.58975
400,100,-1,1.6143
400,100,-1,1.63665
400,100,-1,1.54663
400,100,-1,1.5468
400,100,-1,1.6132
400,100,-1,1.62079
400,100,-1,1.54723
400,100,-1,1.76519
400,100,-1,1.60807
400,100,-1,1.54815
400,100,-1,1.55198
400,200,200,114.687
400,200,200,129.221
400,200,200,143.478
400,200,200,136.861
400,200,200,116.347
400,200,200,131.341
400,200,200,144.893
400,200,200,112.256
400,200,200,117.455
400,200,200,161.05
400,200,200,118.277
400,200,200,106.236
400,200,200,129.535
400,200,200,140.537
400,200,200,113.009
400,200,200,107.063
400,200,200,107.44
400,200,200,111.199
400,200,200,126.328
400,200,200,129.905
400,300,150,249.369
400,300,150,293.926
400,300,150,286.698
400,300,150,267.765
400,300,150,280.219
400,300,150,274.706
400,300,150,290.218
400,300,150,254.464
400,300,150,291.956
400,300,150,250.159
400,300,150,282.339
400,300,150,239.638
400,300,150,241.753
400,300,150,239.783
400,300,150,254.551
400,300,150,280.241
400,300,150,292.591
400,300,150,271.87
400,300,150,257.312
400,300,150,306.351
400,400,142,352.655
400,400,142,342.581
400,400,142,341.176
400,400,142,348.688
400,400,142,350.293
400,400,142,352.357
400,400,142,334.836
400,400,142,345.014
400,400,142,339.532
400,400,142,341.74
400,400,142,344.348
400,400,142,336.991
400,400,142,336.641
400,400,142,331.02
400,400,142,321.118
400,400,142,329.979
400,400,142,330.41
400,400,142,327.585
400,400,142,341.484
400,400,142,328.822
400,500,196,350.085
400,500,196,353.429
400,500,196,367.04
400,500,196,380.331
400,500,196,373.036
400,500,196,399.002
400,500,196,363.161
400,500,196,369.178
400,500,196,355.727
400,500,196,355.433
400,500,196,357.995
400,500,196,352.497
400,500,196,374.916
400,500,196,374.477
400,500,196,389.958
400,500,196,363.052
400,500,196,361.75
400,500,196,354.56
400,500,196,356.623
400,500,196,441.204
400,600,170,445.809
400,600,170,472.506
400,600,170,457.912
400,600,170,464.557
400,600,170,454.407
400,600,170,444.989
400,600,170,450.621
400,600,170,463.031
400,600,170,450.031
400,600,170,462.581
400,600,170,491.833
400,600,170,584.577
400,600,170,545.826
400,600,170,504.238
400,600,170,463.115
400,600,170,465.464
400,600,170,480.051
400,600,170,484.223
400,600,170,486.877
400,600,170,456.144
400,700,161,555.167
400,700,161,593.595
400,700,161,532.783
400,700,161,542.628
400,700,161,524.452
400,700,161,524.815
400,700,161,546.031
400,700,161,549.31
400,700,161,539.383
400,700,161,568.196
400,700,161,572.922
400,700,161,585.33
400,700,161,571.757
400,700,161,640.885
400,700,161,593.91
400,700,161,588.411
400,700,161,585.63
400,700,161,564.021
400,700,161,610.296
400,700,161,634.696
400,800,159,597.327
400,800,159,625.142
400,800,159,610.73
400,800,159,584.947
400,800,159,591.294
400,800,159,585.507
400,800,159,586.129
400,800,159,609.286
400,800,159,781.801
400,800,159,760.91
400,800,159,636.652
400,800,159,670.745
400,800,159,638.291
400,800,159,656.397
400,800,159,737.188
400,800,159,683.203
400,800,159,604.056
400,800,159,591.175
400,800,159,613.581
400,800,159,594.65
400,900,184,675.268
400,900,184,663.009
400,900,184,662.85
400,900,184,658.738
400,900,184,689.371
400,900,184,665.996
400,900,184,646.495
400,900,184,658.656
400,900,184,655.128
400,900,184,670.313
400,900,184,722.117
400,900,184,709.854
400,900,184,647.213
400,900,184,688.127
400,900,184,644.549
400,900,184,683.314
400,900,184,698.823
400,900,184,678.843
400,900,184,719.642
400,900,184,714.451
400,1000,172,762.113
400,1000,172,787.305
400,1000,172,808.601
400,1000,172,774.022
400,1000,172,784.448
400,1000,172,830.027
400,1000,172,775.733
400,1000,172,754.121
400,1000,172,776.486
400,1000,172,758.396
400,1000,172,758.569
400,1000,172,751.81
400,1000,172,768.225
400,1000,172,941.036
400,1000,172,818.579
400,1000,172,879.482
400,1000,172,740.667
400,1000,172,734.566
400,1000,172,762.601
400,1000,172,765.731
500,0,0,2.75646
500,0,0,2.71333
500,0,0,2.61273
500,0,0,2.86017
500,0,0,2.35831
500,0,0,5.46393
500,0,0,4.76164
500,0,0,2.45781
500,0,0,2.71321
500,0,0,2.60603
500,0,0,2.47889
500,0,0,2.2772
500,0,0,2.93582
500,0,0,2.34372
500,0,0,2.43174
500,0,0,2.3974
500,0,0,2.54739
500,0,0,2.24441
500,0,0,2.62183
500,0,0,2.44059
500,100,-1,2.88264
500,100,-1,3.44238
500,100,-1,3.51764
500,100,-1,2.41181
500,100,-1,2.46014
500,100,-1,2.91221
500,100,-1,3.02383
500,100,-1,6.5211
500,100,-1,3.08816
500,100,-1,2.66758
500,100,-1,2.60305
500,100,-1,3.03505
500,100,-1,2.62376
500,100,-1,5.7736
500,100,-1,2.38191
500,100,-1,2.41744
500,100,-1,2.47649
500,100,-1,2.37955
500,100,-1,2.68334
500,100,-1,2.70614
500,200,200,231.212
500,200,200,328.707
500,200,200,245.78
500,200,200,219.106
500,200,200,247.44
500,200,200,252.603
500,200,200,240.88
500,200,200,222.009
500,200,200,236.062
500,200,200,230.714
500,200,200,237.698
500,200,200,242.37
500,200,200,239.506
500,200,200,229.642
500,200,200,230.567
500,200,200,226.478
500,200,200,241.585
500,200,200,228.544
500,200,200,232.872
500,200,200,252.068
500,300,-1,246.154
500,300,-1,239.551
500,300,-1,230.492
500,300,-1,246.438
500,300,-1,244.833
500,300,-1,272.998
500,300,-1,234.806
500,300,-1,237.575
500,300,-1,228.591
500,300,-1,225.739
500,300,-1,224.306
500,300,-1,240.907
500,300,-1,239.044
500,300,-1,227.582
500,300,-1,229.296
500,300,-1,228.437
500,300,-1,228.625
500,300,-1,222.989
500,300,-1,224.19
500,300,-1,237.462
500,400,242,461.518
500,400,242,457.562
500,400,242,468.156
500,400,242,481.138
500,400,242,450.43
500,400,242,464.525
500,400,242,470.186
500,400,242,489.118
500,400,242,453.269
500,400,242,467.043
500,400,242,509.234
500,400,242,460.224
500,400,242,469.155
500,400,242,489.58
500,400,242,466.78
500,400,242,469.787
500,400,242,541.284
500,400,242,474.248
500,400,242,536.139
500,400,242,558.018
500,500,184,688.344
500,500,184,729.803
500,500,184,683.035
500,500,184,694.488
500,500,184,625.287
500,500,184,633.949
500,500,184,648.11
500,500,184,692.346
500,500,184,703.871
500,500,184,654.159
500,500,184,667.586
500,500,184,663.093
500,500,184,661.773
500,500,184,709.891
500,500,184,641.6
500,500,184,618.97
500,500,184,632.897
500,500,184,619.692
500,500,184,632.8
500,500,184,637.96
500,600,265,648.47
500,600,265,635.051
500,600,265,626.579
500,600,265,618.228
500,600,265,618.942
500,600,265,627.021
500,600,265,711.249
500,600,265,696.245
500,600,265,637.326
500,600,265,688.399
500,600,265,659.21
500,600,265,812.917
500,600,265,702.432
500,600,265,639.928
500,600,265,775.299
500,600,265,726.502
500,600,265,688.761
500,600,265,737.229
500,600,265,742.168
500,600,265,674.675
500,700,198,931.89
500,700,198,994.841
500,700,198,945.326
500,700,198,863.116
500,700,198,923.087
500,700,198,889.914
500,700,198,972.052
500,700,198,984.628
500,700,198,956.463
500,700,198,963.786
500,700,198,878.023
500,700,198,874.573
500,700,198,871.83
500,700,198,906.05
500,700,198,1009.15
500,700,198,1022.75
500,700,198,928.871
500,700,198,924.298
500,700,198,907.332
500,700,198,1074.98
500,800,261,897.561
500,800,261,916.09
500,800,261,896.074
500,800,261,904.333
500,800,261,861.184
500,800,261,853.767
500,800,261,883.923
500,800,261,920.496
500,800,261,889.533
500,800,261,939.908
500,800,261,846.831
500,800,261,856.569
500,800,261,922.471
500,800,261,824.594
500,800,261,835.872
500,800,261,844.329
500,800,261,818.912
500,800,261,869.594
500,800,261,845.837
500,800,261,876.099
500,900,219,1154.26
500,900,219,1107.23
500,900,219,1045.97
500,900,219,1143.21
500,900,219,1186.11
500,900,219,1207.62
500,900,219,1239.46
500,900,219,1048.06
500,900,219,1211.31
500,900,219,1086.42
500,900,219,1090.34
