n,V,resultado,tiempo (fuerzabruta)
1,120,-1,0.021913
1,120,-1,0.021787
1,120,-1,0.01475
1,120,-1,0.019988
1,120,-1,0.021413
1,120,-1,0.0281
1,120,-1,0.021763
1,120,-1,0.0206
1,120,-1,0.014813
1,120,-1,0.01965
1,120,-1,0.025188
1,120,-1,0.022325
1,120,-1,0.022412
1,120,-1,0.014538
1,130,-1,0.013376
1,130,-1,0.019713
1,130,-1,0.013326
1,130,-1,0.015863
1,130,-1,0.018275
1,130,-1,0.0222
1,130,-1,0.014726
1,130,-1,0.020576
1,130,-1,0.022238
1,130,-1,0.018901
1,130,-1,0.023175
1,130,-1,0.018713
1,130,-1,0.036025
1,130,-1,0.01625
1,130,-1,0.022738
1,130,-1,0.018913
1,130,-1,0.023325
1,130,-1,0.018076
1,130,-1,0.01575
1,130,-1,0.032001
1,140,-1,0.02225
1,140,-1,0.014875
1,140,-1,0.0151
1,140,-1,0.025213
1,140,-1,0.020025
1,140,-1,0.021638
1,140,-1,0.021526
1,140,-1,0.014912
1,140,-1,0.018326
1,140,-1,0.0222
1,140,-1,0.014513
1,140,-1,0.014963
1,140,-1,0.014463
1,140,-1,0.0146
1,140,-1,0.014663
1,140,-1,0.01525
1,140,-1,0.146102
1,140,-1,0.020288
1,140,-1,0.028925
1,140,-1,0.015101
1,150,-1,0.038414
1,150,-1,0.022213
1,150,-1,0.013862
1,150,-1,0.014012
1,150,-1,0.01465
1,150,-1,0.022713
1,150,-1,0.024325
1,150,-1,0.016688
1,150,-1,0.016438
1,150,-1,0.021601
1,150,-1,0.041
1,150,-1,0.023163
1,150,-1,0.023588
1,150,-1,0.023475
1,150,-1,0.0135
1,150,-1,0.016838
1,150,-1,0.018751
1,150,-1,0.025113
1,150,-1,0.015438
1,150,-1,0.014688
1,160,-1,0.014113
1,160,-1,0.014112
1,160,-1,0.022451
1,160,-1,0.01395
1,160,-1,0.021788
1,160,-1,0.0139
1,160,-1,0.021113
1,160,-1,0.014913
1,160,-1,0.021013
1,160,-1,0.014688
1,160,-1,0.018463
1,160,-1,0.018462
1,160,-1,0.018663
1,160,-1,0.015101
1,160,-1,0.022413
1,160,-1,0.021788
1,160,-1,0.083014
1,160,-1,0.025363
1,160,-1,0.023138
1,160,-1,0.0219
1,170,-1,0.014513
1,170,-1,0.01385
1,170,-1,0.023413
1,170,-1,0.014412
1,170,-1,0.014725
1,170,-1,0.019401
1,170,-1,0.021488
1,170,-1,0.014237
1,170,-1,0.014226
1,170,-1,0.013488
1,170,-1,0.01515
1,170,-1,0.02055
1,170,-1,0.021075
1,170,-1,0.022775
1,170,-1,0.01545
1,170,-1,0.020863
1,170,-1,0.02155
1,170,-1,0.014025
1,170,-1,0.019601
1,170,-1,0.024687
1,180,-1,0.014438
1,180,-1,0.017438
1,180,-1,0.01425
1,180,-1,0.018462
1,180,-1,0.029388
1,180,-1,0.019213
1,180,-1,0.023025
1,180,-1,0.021013
1,180,-1,0.018251
1,180,-1,0.027538
1,180,-1,0.015301
1,180,-1,0.014012
1,180,-1,0.020313
1,180,-1,0.015676
1,180,-1,0.013988
1,180,-1,0.022163
1,180,-1,0.014538
1,180,-1,0.020513
1,180,-1,0.022
1,180,-1,0.018638
1,190,-1,0.019038
1,190,-1,0.022975
1,190,-1,0.016951
1,190,-1,0.0216
1,190,-1,0.019637
1,190,-1,0.024451
1,190,-1,0.020188
1,190,-1,0.023638
1,190,-1,0.014437
1,190,-1,0.013825
1,190,-1,0.0137
1,190,-1,0.0213
1,190,-1,0.01485
1,190,-1,0.022626
1,190,-1,0.022125
1,190,-1,0.014088
1,190,-1,0.018213
1,190,-1,0.01615
1,190,-1,0.025075
1,190,-1,0.014712
1,200,-1,0.018687
1,200,-1,0.021
1,200,-1,0.021663
1,200,-1,0.020763
1,200,-1,0.020526
1,200,-1,0.014313
1,200,-1,0.021001
1,200,-1,0.02165
1,200,-1,0.014812
1,200,-1,0.014826
1,200,-1,0.013976
1,200,-1,0.025101
1,200,-1,0.022376
1,200,-1,0.014313
1,200,-1,0.0144
1,200,-1,0.019226
1,200,-1,0.0195
1,200,-1,0.021538
1,200,-1,0.0144
1,200,-1,0.013763
2,0,0,0.020037
2,0,0,0.024201
2,0,0,0.01925
2,0,0,0.027875
2,0,0,0.025738
2,0,0,0.025925
2,0,0,0.110314
2,0,0,0.020425
2,0,0,0.027025
2,0,0,0.020613
2,0,0,0.020276
2,0,0,0.020638
2,0,0,0.02165
2,0,0,0.021738
2,0,0,0.028112
2,0,0,0.019926
2,0,0,0.0416
2,0,0,0.030151
2,0,0,0.027213
2,0,0,0.019901
2,10,-1,0.833551
2,10,-1,0.027038
2,10,-1,0.027038
2,10,-1,0.020363
2,10,-1,0.021001
2,10,-1,0.027488
2,10,-1,0.0286
2,10,-1,0.019775
2,10,-1,0.019663
2,10,-1,0.028388
2,10,-1,0.02685
2,10,-1,0.027663
2,10,-1,0.023738
2,10,-1,0.02405
2,10,-1,0.020263
2,10,-1,0.020275
2,10,-1,0.020226
2,10,-1,0.027426
2,10,-1,0.019975
2,10,-1,0.023201
2,20,-1,0.019575
2,20,-1,0.0196
2,20,-1,0.025776
2,20,-1,0.02815
2,20,-1,0.288555
2,20,-1,0.022588
2,20,-1,0.027525
2,20,-1,0.025288
2,20,-1,0.026488
2,20,-1,0.020662
2,20,-1,0.019688
2,20,-1,0.019525
2,20,-1,0.026451
2,20,-1,0.0194
2,20,-1,0.019375
2,20,-1,0.019788
2,20,-1,0.020263
2,20,-1,0.030176
2,20,-1,0.026013
2,20,-1,0.024063
2,30,-1,0.02015
2,30,-1,0.021675
2,30,-1,0.024476
2,30,-1,0.021888
2,30,-1,0.020525
2,30,-1,0.019738
2,30,-1,0.026738
2,30,-1,0.020225
2,30,-1,0.026737
2,30,-1,0.026526
2,30,-1,0.027188
2,30,-1,0.020251
2,30,-1,0.01995
2,30,-1,0.019676
2,30,-1,0.023025
2,30,-1,0.023063
2,30,-1,0.0241
2,30,-1,0.02525
2,30,-1,0.0191
2,30,-1,0.026213
2,40,-1,0.02595
2,40,-1,0.019838
2,40,-1,0.0193
2,40,-1,0.026751
2,40,-1,0.026938
2,40,-1,0.019612
2,40,-1,0.019875
2,40,-1,0.021663
2,40,-1,0.025801
2,40,-1,0.018725
2,40,-1,0.027713
2,40,-1,0.019013
2,40,-1,0.026125
2,40,-1,0.024
2,40,-1,0.026813
2,40,-1,0.0267
2,40,-1,0.904078
2,40,-1,0.021751
2,40,-1,0.027588
2,40,-1,0.020788
2,50,-1,0.026213
2,50,-1,0.103176
2,50,-1,0.020763
2,50,-1,0.021037
2,50,-1,0.022201
2,50,-1,0.027138
2,50,-1,0.023288
2,50,-1,0.027401
2,50,-1,0.02615
2,50,-1,0.020451
2,50,-1,0.019626
2,50,-1,0.019613
2,50,-1,0.0202
2,50,-1,0.027551
2,50,-1,0.023988
2,50,-1,0.0199
2,50,-1,0.020088
2,50,-1,0.019725
2,50,-1,0.027113
2,50,-1,0.027838
2,60,-1,0.020401
2,60,-1,0.024238
2,60,-1,0.020275
2,60,-1,0.028588
2,60,-1,0.024962
2,60,-1,0.027763
2,60,-1,0.0306
2,60,-1,0.027063
2,60,-1,0.025013
2,60,-1,0.026826
2,60,-1,0.027863
2,60,-1,0.024638
2,60,-1,0.027625
2,60,-1,0.019851
2,60,-1,0.02765
2,60,-1,0.025975
2,60,-1,0.028163
2,60,-1,0.019075
2,60,-1,0.028637
2,60,-1,0.027788
2,70,-1,0.020376
2,70,-1,0.026838
2,70,-1,0.027088
2,70,-1,0.027888
2,70,-1,0.0267
2,70,-1,0.0244
2,70,-1,0.026625
2,70,-1,0.020463
2,70,-1,0.020487
2,70,-1,0.026662
2,70,-1,0.0207
2,70,-1,0.027538
2,70,-1,0.026738
2,70,-1,0.0199
2,70,-1,0.020526
2,70,-1,0.021075
2,70,-1,0.029112
2,70,-1,0.020225
2,70,-1,0.02805
2,70,-1,0.019025
2,80,-1,0.023425
2,80,-1,0.028676
2,80,-1,0.028763
2,80,-1,0.027525
2,80,-1,0.020338
2,80,-1,0.019512
2,80,-1,0.023937
2,80,-1,0.02745
2,80,-1,0.019913
2,80,-1,0.026738
2,80,-1,0.025213
2,80,-1,0.018701
2,80,-1,0.081451
2,80,-1,0.025188
2,80,-1,0.020501
2,80,-1,0.0198
2,80,-1,0.02045
2,80,-1,0.024288
2,80,-1,0.024838
2,80,-1,0.028288
2,90,-1,0.019825
2,90,-1,0.035339
2,90,-1,0.025713
2,90,-1,0.019276
2,90,-1,0.025062
2,90,-1,0.034888
2,90,-1,0.020025
2,90,-1,0.0207
2,90,-1,0.019926
2,90,-1,0.0243
2,90,-1,0.020738
2,90,-1,0.028863
2,90,-1,0.026
2,90,-1,0.020775
2,90,-1,0.020263
2,90,-1,0.019425
2,90,-1,0.028825
2,90,-1,0.028363
2,90,-1,0.029138
2,90,-1,0.025912
2,100,-1,0.021213
2,100,-1,0.272642
2,100,-1,0.019275
2,100,-1,0.019863
2,100,-1,0.01995
2,100,-1,0.019925
2,100,-1,0.093776
2,100,-1,0.019438
2,100,-1,0.026763
2,100,-1,0.028326
2,100,-1,0.0263
2,100,-1,0.029788
2,100,-1,0.121014
2,100,-1,0.02635
2,100,-1,0.020838
2,100,-1,0.02955
2,100,-1,0.0192
2,100,-1,0.026826
2,100,-1,0.028038
2,100,-1,0.023763
2,110,-1,0.024788
2,110,-1,0.029763
2,110,-1,0.027288
2,110,-1,0.02585
2,110,-1,0.022838
2,110,-1,0.0204
2,110,-1,0.052226
2,110,-1,0.023788
2,110,-1,0.019801
2,110,-1,0.026638
2,110,-1,0.023913
2,110,-1,0.020176
2,110,-1,0.027725
2,110,-1,0.02065
2,110,-1,0.018288
2,110,-1,0.025801
2,110,-1,0.030438
2,110,-1,0.027925
2,110,-1,0.020963
2,110,-1,0.020113
2,120,-1,0.020163
2,120,-1,0.020125
2,120,-1,0.019988
2,120,-1,0.0196
2,120,-1,0.019538
2,120,-1,0.024638
2,120,-1,0.024351
2,120,-1,0.020426
2,120,-1,0.021575
2,120,-1,0.019713
2,120,-1,0.048101
2,120,-1,0.020188
2,120,-1,0.019826
2,120,-1,0.026863
2,120,-1,0.019475
2,120,-1,0.027537
2,120,-1,0.028613
2,120,-1,0.028713
2,120,-1,0.026588
2,120,-1,0.020151
2,130,-1,0.028588
2,130,-1,0.020525
2,130,-1,0.0192
2,130,-1,0.019951
2,130,-1,0.026175
2,130,-1,0.027813
2,130,-1,0.020275
2,130,-1,0.023588
2,130,-1,0.027313
2,130,-1,0.026638
2,130,-1,0.020738
2,130,-1,0.028275
2,130,-1,0.028226
2,130,-1,0.027475
2,130,-1,0.019213
2,130,-1,0.023313
2,130,-1,0.029051
2,130,-1,0.025375
2,130,-1,0.027901
2,130,-1,0.028101
2,140,-1,0.028263
2,140,-1,0.028051
2,140,-1,0.020275
2,140,-1,0.022226
2,140,-1,0.027701
2,140,-1,0.019525
2,140,-1,0.0208
2,140,-1,0.024876
2,140,-1,0.019338
2,140,-1,0.028501
2,140,-1,0.01895
2,140,-1,0.021562
2,140,-1,0.030338
2,140,-1,0.048876
2,140,-1,0.020438
2,140,-1,0.019588
2,140,-1,0.020401
2,140,-1,0.0197
2,140,-1,0.027313
2,140,-1,0.019712
2,150,-1,0.026888
2,150,-1,0.030888
2,150,-1,0.030413
2,150,-1,0.028726
2,150,-1,0.027563
2,150,-1,0.029651
2,150,-1,0.028776
2,150,-1,0.024613
2,150,-1,0.0194
2,150,-1,0.020038
2,150,-1,0.020463
2,150,-1,0.023975
2,150,-1,0.026588
2,150,-1,0.019813
2,150,-1,0.019575
2,150,-1,0.0248
2,150,-1,0.025175
2,150,-1,0.020025
2,150,-1,0.024626
2,150,-1,0.02
2,160,-1,0.025962
2,160,-1,0.024976
2,160,-1,0.020226
