n,V,resultado,tiempo (backtracking)
2,160,-1,0.019863
2,160,-1,0.022701
2,160,-1,0.028038
2,160,-1,0.018463
2,160,-1,0.023588
2,160,-1,0.02355
2,160,-1,0.025888
2,160,-1,0.017301
2,160,-1,0.017975
2,160,-1,0.041338
2,160,-1,0.022938
2,170,-1,0.019863
2,170,-1,0.018563
2,170,-1,0.025
2,170,-1,0.293318
2,170,-1,0.018463
2,170,-1,0.0195
2,170,-1,0.020737
2,170,-1,0.01805
2,170,-1,0.025788
2,170,-1,0.026876
2,170,-1,0.018575
2,170,-1,0.026063
2,170,-1,0.050563
2,170,-1,0.019038
2,170,-1,0.022675
2,170,-1,0.0229
2,170,-1,0.019463
2,170,-1,0.024326
2,170,-1,0.027075
2,170,-1,0.0267
2,180,-1,0.022413
2,180,-1,0.024525
2,180,-1,0.022626
2,180,-1,0.023475
2,180,-1,0.019063
2,180,-1,0.040926
2,180,-1,0.018901
2,180,-1,0.02305
2,180,-1,0.018988
2,180,-1,0.026901
2,180,-1,0.021088
2,180,-1,0.018925
2,180,-1,0.019113
2,180,-1,0.027238
2,180,-1,0.026475
2,180,-1,0.0229
2,180,-1,0.018476
2,180,-1,0.018238
2,180,-1,0.025675
2,180,-1,0.018476
2,190,-1,0.0258
2,190,-1,0.026563
2,190,-1,0.033763
2,190,-1,0.027801
2,190,-1,0.018363
2,190,-1,0.018813
2,190,-1,0.019487
2,190,-1,0.018563
2,190,-1,0.0185
2,190,-1,0.020838
2,190,-1,0.027701
2,190,-1,0.027888
2,190,-1,0.019188
2,190,-1,0.022038
2,190,-1,0.018012
2,190,-1,0.021138
2,190,-1,0.018438
2,190,-1,0.257329
2,190,-1,0.027675
2,190,-1,0.023075
2,200,-1,0.018237
2,200,-1,0.018813
2,200,-1,0.017526
2,200,-1,0.0244
2,200,-1,0.018513
2,200,-1,0.017262
2,200,-1,0.029901
2,200,-1,0.168553
2,200,-1,0.028676
2,200,-1,0.025088
2,200,-1,0.018225
2,200,-1,0.023051
2,200,-1,0.018575
2,200,-1,0.019388
2,200,-1,0.019275
2,200,-1,0.024301
2,200,-1,0.199766
2,200,-1,0.024201
2,200,-1,0.023263
2,200,-1,0.027576
3,0,0,0.027775
3,0,0,0.037501
3,0,0,0.02945
3,0,0,0.035138
3,0,0,0.0319
3,0,0,0.036963
3,0,0,0.031451
3,0,0,0.027313
3,0,0,0.027501
3,0,0,0.028513
3,0,0,0.036476
3,0,0,0.029476
3,0,0,0.028463
3,0,0,0.034764
3,0,0,0.027838
3,0,0,0.027976
3,0,0,0.033714
3,0,0,0.027626
3,0,0,0.036688
3,0,0,0.035163
3,10,2,0.028425
3,10,2,0.281542
3,10,2,0.033288
3,10,2,0.031863
3,10,2,1.68195
3,10,2,0.033325
3,10,2,0.036388
3,10,2,0.106627
3,10,2,0.028188
3,10,2,0.0383
3,10,2,0.028812
3,10,2,0.037276
3,10,2,0.035551
3,10,2,0.032051
3,10,2,0.028363
3,10,2,0.037838
3,10,2,0.031125
3,10,2,0.034275
3,10,2,0.032538
3,10,2,0.028425
3,20,-1,0.038825
3,20,-1,0.029001
3,20,-1,0.038063
3,20,-1,0.048738
3,20,-1,0.037
3,20,-1,0.026975
3,20,-1,0.035951
3,20,-1,0.0338
3,20,-1,0.032125
3,20,-1,0.032788
3,20,-1,0.0357
3,20,-1,0.028863
3,20,-1,0.039413
3,20,-1,0.035588
3,20,-1,0.031275
3,20,-1,0.030163
3,20,-1,0.033676
3,20,-1,0.038501
3,20,-1,0.03545
3,20,-1,0.027751
3,30,-1,0.040975
3,30,-1,0.040488
3,30,-1,0.028601
3,30,-1,0.035888
3,30,-1,0.028763
3,30,-1,0.035851
3,30,-1,0.035501
3,30,-1,0.038063
3,30,-1,0.0273
3,30,-1,0.033513
3,30,-1,0.031675
3,30,-1,0.027575
3,30,-1,0.027488
3,30,-1,0.028713
3,30,-1,0.028187
3,30,-1,0.027913
3,30,-1,0.036013
3,30,-1,0.033026
3,30,-1,0.033788
3,30,-1,0.035463
3,40,3,0.028525
3,40,3,0.027688
3,40,3,0.085677
3,40,3,0.028163
3,40,3,0.032901
3,40,3,0.02745
3,40,3,0.032551
3,40,3,0.029401
3,40,3,0.032013
3,40,3,0.036551
3,40,3,0.033938
3,40,3,0.033551
3,40,3,0.032076
3,40,3,0.035014
3,40,3,0.030213
3,40,3,0.040125
3,40,3,0.028775
3,40,3,0.044763
3,40,3,0.033951
3,40,3,0.034401
3,50,-1,0.027438
3,50,-1,0.033513
3,50,-1,0.036575
3,50,-1,0.027351
3,50,-1,0.0364
3,50,-1,0.0327
3,50,-1,0.031263
3,50,-1,0.028263
3,50,-1,0.035063
3,50,-1,0.03705
3,50,-1,0.032613
3,50,-1,0.158302
3,50,-1,0.039738
3,50,-1,0.032076
3,50,-1,0.027475
3,50,-1,0.028751
3,50,-1,0.040751
3,50,-1,0.032275
3,50,-1,0.034788
3,50,-1,0.040488
3,60,-1,0.035588
3,60,-1,0.029163
3,60,-1,0.028713
3,60,-1,0.028713
3,60,-1,0.035676
3,60,-1,0.03005
3,60,-1,0.033826
3,60,-1,0.028088
3,60,-1,0.033075
3,60,-1,0.028588
3,60,-1,0.035688
3,60,-1,0.032025
3,60,-1,0.036651
3,60,-1,0.033713
3,60,-1,0.027938
3,60,-1,0.028875
3,60,-1,0.032625
3,60,-1,0.034313
3,60,-1,0.0324
3,60,-1,0.031813
3,70,-1,0.028425
3,70,-1,0.028176
3,70,-1,0.028563
3,70,-1,0.036013
3,70,-1,0.035489
3,70,-1,0.039288
3,70,-1,0.032838
3,70,-1,0.035876
3,70,-1,0.035863
3,70,-1,0.037125
3,70,-1,0.035226
3,70,-1,0.036725
3,70,-1,0.027638
3,70,-1,0.035638
3,70,-1,0.027663
3,70,-1,0.033038
3,70,-1,0.034576
3,70,-1,0.030813
3,70,-1,0.02895
3,70,-1,0.028326
3,80,-1,0.027275
3,80,-1,0.031288
3,80,-1,0.038663
3,80,-1,0.040001
3,80,-1,0.027813
3,80,-1,0.035251
3,80,-1,0.028288
3,80,-1,0.12914
3,80,-1,0.035951
3,80,-1,0.036851
3,80,-1,0.0351
3,80,-1,0.027438
3,80,-1,0.03285
3,80,-1,0.029588
3,80,-1,0.028176
3,80,-1,0.031513
3,80,-1,0.03595
3,80,-1,0.032638
3,80,-1,0.028438
3,80,-1,0.028088
3,90,-1,0.027738
3,90,-1,0.034551
3,90,-1,0.032088
3,90,-1,0.03185
3,90,-1,0.031688
3,90,-1,0.028725
3,90,-1,0.036363
3,90,-1,0.040726
3,90,-1,0.031601
3,90,-1,0.028763
3,90,-1,0.030763
3,90,-1,0.033263
3,90,-1,0.029113
3,90,-1,0.040176
3,90,-1,0.027863
3,90,-1,0.0311
3,90,-1,0.035576
3,90,-1,0.040825
3,90,-1,0.037163
3,90,-1,0.02895
3,100,-1,0.036063
3,100,-1,0.027625
3,100,-1,0.032925
3,100,-1,0.029038
3,100,-1,0.028025
3,100,-1,0.036388
3,100,-1,0.965803
3,100,-1,0.035576
3,100,-1,0.036938
3,100,-1,0.054989
3,100,-1,0.0365
3,100,-1,0.036076
3,100,-1,0.036238
3,100,-1,0.027501
3,100,-1,0.02805
3,100,-1,0.036013
3,100,-1,0.029
3,100,-1,0.028525
3,100,-1,0.352381
3,100,-1,0.035525
3,110,-1,0.031925
3,110,-1,0.032414
3,110,-1,0.0277
3,110,-1,0.032063
3,110,-1,0.037088
3,110,-1,0.034188
3,110,-1,0.027226
3,110,-1,0.0278
3,110,-1,0.033301
3,110,-1,0.029038
3,110,-1,0.036325
3,110,-1,0.029076
3,110,-1,0.034851
3,110,-1,0.050526
3,110,-1,0.035563
3,110,-1,0.027263
3,110,-1,0.029563
3,110,-1,0.036326
3,110,-1,0.037613
3,110,-1,0.033026
3,120,-1,0.0371
3,120,-1,0.028488
3,120,-1,0.027838
3,120,-1,0.035038
3,120,-1,0.028713
3,120,-1,0.031738
3,120,-1,0.034626
3,120,-1,0.034988
3,120,-1,0.0353
3,120,-1,0.029663
3,120,-1,0.039513
3,120,-1,0.035063
3,120,-1,0.027363
3,120,-1,0.03595
3,120,-1,0.036913
3,120,-1,0.029026
3,120,-1,0.031801
3,120,-1,0.028813
3,120,-1,0.034775
3,120,-1,0.036051
3,130,-1,0.034176
3,130,-1,0.028476
3,130,-1,0.031376
3,130,-1,0.033476
3,130,-1,0.028125
3,130,-1,0.058901
3,130,-1,0.02915
3,130,-1,0.034113
3,130,-1,0.028525
3,130,-1,0.034576
3,130,-1,0.028026
3,130,-1,0.034213
3,130,-1,0.027925
3,130,-1,0.028638
3,130,-1,0.03675
3,130,-1,0.034589
3,130,-1,0.059938
3,130,-1,0.036001
3,130,-1,0.035475
3,130,-1,0.028513
3,140,2,0.031301
3,140,2,0.032276
3,140,2,0.028725
3,140,2,5.55094
3,140,2,0.02925
3,140,2,0.0276
3,140,2,0.032751
3,140,2,0.028751
3,140,2,0.026888
3,140,2,0.034238
3,140,2,0.038551
3,140,2,0.028638
3,140,2,0.035701
3,140,2,0.027926
3,140,2,0.033863
3,140,2,0.032401
3,140,2,0.039663
3,140,2,0.028525
3,140,2,0.027863
3,140,2,0.032663
3,150,-1,0.029162
3,150,-1,0.027526
3,150,-1,0.036076
3,150,-1,0.036225
3,150,-1,0.032413
3,150,-1,0.031588
3,150,-1,0.036401
3,150,-1,0.038175
3,150,-1,0.034313
3,150,-1,0.03635
3,150,-1,0.033075
3,150,-1,0.035075
3,150,-1,0.032938
3,150,-1,0.032388
3,150,-1,0.028188
3,150,-1,0.034438
3,150,-1,0.032576
3,150,-1,0.029425
3,150,-1,0.034225
3,150,-1,0.721912
3,160,-1,0.032563
3,160,-1,0.032763
3,160,-1,0.035351
3,160,-1,0.0269
3,160,-1,0.035575
3,160,-1,0.035125
3,160,-1,0.03225
3,160,-1,0.0326
3,160,-1,0.038138
3,160,-1,0.036338
3,160,-1,0.036225
3,160,-1,0.035725
3,160,-1,0.032688
3,160,-1,0.035751
3,160,-1,0.027688
3,160,-1,0.039038
3,160,-1,0.041526
3,160,-1,0.027813
3,160,-1,0.031275
3,160,-1,0.035288
3,170,-1,0.033826
3,170,-1,0.028101
3,170,-1,0.035151
3,170,-1,0.02855
3,170,-1,0.032425
3,170,-1,0.027801
3,170,-1,0.087589
3,170,-1,0.036088
3,170,-1,0.031738
3,170,-1,0.028913
3,170,-1,0.037313
3,170,-1,0.032188
3,170,-1,0.037625
3,170,-1,0.033188
3,170,-1,0.041275
3,170,-1,0.0281
3,170,-1,0.035738
3,170,-1,0.035238
3,170,-1,0.034888
3,170,-1,0.027938
3,180,-1,0.032151
3,180,-1,0.027738
3,180,-1,0.032263
3,180,-1,0.036463
3,180,-1,0.036725
3,180,-1,0.034988
3,180,-1,0.035338
3,180,-1,0.027413
3,180,-1,0.036951
3,180,-1,0.027888
3,180,-1,0.0286
3,180,-1,0.03655
3,180,-1,0.028201
3,180,-1,0.033388
3,180,-1,0.035213
3,180,-1,0.032075
3,180,-1,0.038901
3,180,-1,0.510596
3,180,-1,0.027638
3,180,-1,0.032388
3,190,-1,0.027801
3,190,-1,0.02695
3,190,-1,0.032838
3,190,-1,0.035114
3,190,-1,0.028125
3,190,-1,0.041563
3,190,-1,0.033075
3,190,-1,0.060938
3,190,-1,0.028325
3,190,-1,0.035275
3,190,-1,0.036513
3,190,-1,0.031851
3,190,-1,0.032313
3,190,-1,0.034888
3,190,-1,0.027401
3,190,-1,0.028701
3,190,-1,0.035789
3,190,-1,0.02825
3,190,-1,0.035363
3,190,-1,0.034538
3,200,-1,0.035101
3,200,-1,0.035776
3,200,-1,0.035776
3,200,-1,0.035488
3,200,-1,0.027737
3,200,-1,0.027676
3,200,-1,0.027638
3,200,-1,0.035101
3,200,-1,0.0336
3,200,-1,0.113814
3,200,-1,0.031338
3,200,-1,0.031701
3,200,-1,0.032876
3,200,-1,0.032788
3,200,-1,0.035551
3,200,-1,0.027963
3,200,-1,0.037938
3,200,-1,0.037351
3,200,-1,0.035389
3,200,-1,0.03245
4,0,0,0.053401
4,0,0,0.053838
4,0,0,0.054826
4,0,0,0.056251
4,0,0,0.054975
4,0,0,0.055313
4,0,0,0.148152
4,0,0,0.090564
4,0,0,0.049038
4,0,0,0.056051
4,0,0,0.053376
4,0,0,0.056614
4,0,0,0.048913
4,0,0,0.057588
4,0,0,0.050064
4,0,0,0.211878
4,0,0,0.63441
4,0,0,0.117777
4,0,0,0.093214
4,0,0,0.047901
4,10,-1,0.058226
4,10,-1,0.706436
4,10,-1,0.049826
4,10,-1,0.049901
4,10,-1,0.055464
4,10,-1,0.056514
4,10,-1,0.058263
4,10,-1,0.050013
4,10,-1,0.057101
4,10,-1,0.050488
4,10,-1,0.055351
4,10,-1,0.056064
4,10,-1,0.056214
4,10,-1,0.055326
4,10,-1,0.061076
4,10,-1,0.056938
4,10,-1,0.055413
4,10,-1,0.051813
4,10,-1,0.048513
4,10,-1,0.059901
4,20,-1,0.049076
4,20,-1,0.049513
4,20,-1,0.055126
4,20,-1,0.057214
4,20,-1,0.048464
4,20,-1,0.054526
4,20,-1,0.055938
4,20,-1,0.049501
4,20,-1,0.05645
4,20,-1,0.052563
4,20,-1,0.0493
4,20,-1,0.050601
4,20,-1,0.050076
4,20,-1,0.112852
4,20,-1,0.936366
4,20,-1,0.053539
4,20,-1,0.057526
4,20,-1,0.056626
4,20,-1,0.057701
4,20,-1,0.052813
4,30,-1,0.049688
4,30,-1,0.050526
4,30,-1,0.058189
4,30,-1,0.053788
4,30,-1,0.052926
4,30,-1,0.053138
4,30,-1,0.121839
4,30,-1,0.057426
4,30,-1,0.050113
4,30,-1,0.055038
4,30,-1,0.055864
4,30,-1,0.058001
4,30,-1,0.059363
4,30,-1,0.049551
4,30,-1,0.050814
4,30,-1,0.054501
4,30,-1,0.0567
4,30,-1,0.059126
4,30,-1,0.059414
4,30,-1,0.909915
4,40,-1,0.057876
4,40,-1,0.053226
4,40,-1,0.084139
4,40,-1,0.049913
4,40,-1,0.053738
4,40,-1,0.065588
4,40,-1,0.111052
4,40,-1,0.057313
4,40,-1,0.055263
4,40,-1,0.056863
4,40,-1,0.057401
4,40,-1,0.050163
4,40,-1,0.04945
4,40,-1,0.057038
4,40,-1,0.0539
4,40,-1,0.053113
4,40,-1,0.058176
4,40,-1,0.055101
4,40,-1,0.057901
4,40,-1,0.049639
4,50,-1,0.052938
4,50,-1,0.057301
4,50,-1,0.050438
4,50,-1,0.056964
4,50,-1,0.053251
4,50,-1,0.054401
4,50,-1,0.057438
4,50,-1,0.050839
4,50,-1,0.051064
4,50,-1,0.055313
4,50,-1,0.057101
4,50,-1,0.063501
4,50,-1,0.051063
4,50,-1,0.048188
4,50,-1,0.063351
4,50,-1,0.054788
4,50,-1,0.057901
4,50,-1,0.058351
4,50,-1,0.054313
4,50,-1,0.056676
4,60,-1,0.052413
4,60,-1,0.12924
4,60,-1,0.049401
4,60,-1,0.058563
4,60,-1,0.053213
4,60,-1,0.053838
4,60,-1,0.049664
4,60,-1,0.049789
4,60,-1,0.056239
4,60,-1,0.049201
4,60,-1,0.048975
4,60,-1,0.054176
4,60,-1,0.052413
4,60,-1,0.156678
4,60,-1,0.054251
4,60,-1,0.056813
4,60,-1,0.057163
4,60,-1,0.050963
4,60,-1,0.056064
4,60,-1,0.057388
4,70,-1,0.055101
4,70,-1,0.056614
4,70,-1,0.055276
4,70,-1,0.049389
4,70,-1,0.054076
4,70,-1,0.059076
4,70,-1,0.057388
4,70,-1,0.047788
4,70,-1,0.053551
4,70,-1,0.050851
4,70,-1,0.057963
4,70,-1,0.053701
4,70,-1,0.049426
4,70,-1,0.078264
4,70,-1,0.054576
4,70,-1,0.047863
4,70,-1,0.050488
4,70,-1,0.057063
4,70,-1,0.057088
4,70,-1,0.078664
4,80,-1,0.055576
4,80,-1,1.83291
4,80,-1,0.057413
4,80,-1,0.056551
4,80,-1,0.053051
4,80,-1,0.050213
4,80,-1,0.280267
4,80,-1,0.049464
4,80,-1,0.052763
4,80,-1,0.052414
4,80,-1,0.048864
4,80,-1,0.050013
4,80,-1,0.0504
4,80,-1,0.056239
4,80,-1,0.049663
4,80,-1,0.057176
4,80,-1,0.049138
4,80,-1,0.05005
4,80,-1,0.056026
4,80,-1,0.0492
4,90,-1,0.048776
4,90,-1,0.055351
4,90,-1,0.133239
4,90,-1,0.146602
4,90,-1,0.049238
4,90,-1,0.052688
4,90,-1,0.048838
4,90,-1,0.048626
4,90,-1,0.049351
4,90,-1,0.048963
4,90,-1,0.056226
4,90,-1,0.052163
4,90,-1,0.056789
4,90,-1,0.055551
4,90,-1,0.049575
4,90,-1,0.055526
4,90,-1,0.060214
4,90,-1,0.052338
4,90,-1,0.052375
4,90,-1,0.049614
4,100,-1,0.0538
4,100,-1,0.053526
4,100,-1,0.050039
4,100,-1,0.049563
4,100,-1,0.056364
4,100,-1,0.053388
4,100,-1,0.051725
4,100,-1,0.056438
4,100,-1,0.049663
4,100,-1,0.088002
4,100,-1,0.056401
4,100,-1,0.055013
4,100,-1,0.048975
4,100,-1,0.053963
4,100,-1,0.050039
4,100,-1,0.048651
4,100,-1,0.059914
4,100,-1,0.049376
4,100,-1,0.056938
4,100,-1,0.050451
4,110,-1,0.061476
4,110,-1,0.054189
4,110,-1,0.058563
4,110,-1,0.057863
4,110,-1,0.050026
4,110,-1,0.057526
4,110,-1,0.063039
4,110,-1,0.057526
4,110,-1,0.058089
4,110,-1,0.058313
4,110,-1,0.057925
4,110,-1,0.049601
4,110,-1,0.054289
4,110,-1,0.049226
4,110,-1,0.059126
4,110,-1,0.049776
4,110,-1,0.056014
4,110,-1,0.056651
4,110,-1,0.056751
4,110,-1,0.0491
4,120,-1,0.064988
4,120,-1,0.049501
4,120,-1,0.050376
4,120,-1,0.054964
4,120,-1,0.050339
4,120,-1,0.049963
4,120,-1,0.049026
4,120,-1,0.056064
4,120,-1,0.058814
4,120,-1,0.049438
4,120,-1,1.5193
4,120,-1,0.049551
4,120,-1,0.050326
4,120,-1,0.054051
4,120,-1,0.056263
4,120,-1,0.059026
4,120,-1,0.05695
4,120,-1,0.0498
4,120,-1,0.056201
4,120,-1,0.059414
4,130,-1,0.058326
4,130,-1,0.062713
4,130,-1,0.061251
4,130,-1,0.049176
4,130,-1,0.057638
4,130,-1,0.050863
4,130,-1,0.063413
4,130,-1,0.050826
4,130,-1,0.055563
4,130,-1,0.196553
4,130,-1,0.057776
4,130,-1,0.049451
4,130,-1,0.0585
4,130,-1,0.049051
4,130,-1,0.054351
4,130,-1,0.057001
4,130,-1,0.060239
4,130,-1,0.056401
4,130,-1,0.052488
4,130,-1,0.049363
4,140,-1,0.054376
4,140,-1,0.058176
4,140,-1,0.058864
4,140,-1,0.055201
4,140,-1,0.057688
4,140,-1,0.056813
4,140,-1,0.049438
4,140,-1,0.058951
4,140,-1,0.055964
4,140,-1,0.053376
4,140,-1,0.049651
4,140,-1,0.055363
4,140,-1,0.056038
4,140,-1,0.054651
4,140,-1,0.056263
4,140,-1,0.058501
4,140,-1,0.049189
4,140,-1,0.049888
4,140,-1,0.052989
4,140,-1,0.056876
4,150,-1,0.049176
4,150,-1,0.053463
4,150,-1,0.058189
4,150,-1,0.049839
4,150,-1,0.365868
4,150,-1,0.050488
4,150,-1,0.053613
4,150,-1,0.052488
4,150,-1,0.053026
4,150,-1,0.048738
4,150,-1,0.048651
4,150,-1,0.050875
4,150,-1,0.049164
4,150,-1,0.056401
4,150,-1,0.057301
4,150,-1,0.054988
4,150,-1,0.049901
4,150,-1,0.056389
4,150,-1,0.059401
4,150,-1,0.050188
4,160,1,0.054751
4,160,1,0.057976
4,160,1,0.139802
4,160,1,0.089402
4,160,1,0.053463
4,160,1,0.057901
4,160,1,0.057538
4,160,1,0.057588
4,160,1,0.056514
4,160,1,0.060789
4,160,1,0.050313
4,160,1,0.057513
4,160,1,0.053864
4,160,1,0.050538
4,160,1,0.087889
4,160,1,0.055901
4,160,1,0.054001
4,160,1,0.067526
4,160,1,0.055475
4,160,1,0.057026
4,170,-1,0.14484
4,170,-1,0.0527
4,170,-1,0.0491
4,170,-1,0.048851
4,170,-1,0.055326
4,170,-1,0.059651
4,170,-1,0.056713
4,170,-1,0.057664
4,170,-1,0.057601
4,170,-1,0.057626
4,170,-1,0.051913
4,170,-1,0.053951
4,170,-1,0.057726
4,170,-1,0.054838
4,170,-1,0.056976
4,170,-1,0.049013
4,170,-1,0.055201
4,170,-1,0.079151
4,170,-1,0.053413
4,170,-1,0.051375
4,180,-1,0.049188
4,180,-1,0.049901
4,180,-1,0.064613
4,180,-1,0.055525
4,180,-1,0.054026
4,180,-1,0.063264
4,180,-1,0.053251
4,180,-1,0.057051
4,180,-1,0.058413
4,180,-1,0.060501
4,180,-1,0.057288
4,180,-1,0.054601
4,180,-1,0.050588
4,180,-1,0.056976
4,180,-1,0.060201
4,180,-1,0.063613
4,180,-1,0.057238
4,180,-1,0.14759
4,180,-1,0.049663
4,180,-1,0.052963
4,190,-1,0.048838
4,190,-1,0.058163
4,190,-1,0.117776
4,190,-1,0.056938
4,190,-1,0.058351
4,190,-1,0.049313
4,190,-1,0.050351
4,190,-1,0.056901
4,190,-1,0.049814
4,190,-1,0.051539
4,190,-1,0.059851
4,190,-1,0.066326
4,190,-1,0.055751
4,190,-1,0.054289
4,190,-1,0.057076
4,190,-1,0.049838
4,190,-1,0.053514
4,190,-1,0.049151
4,190,-1,0.058251
4,190,-1,0.055726
4,200,-1,0.054688
4,200,-1,0.049576
4,200,-1,0.050226
4,200,-1,0.054026
4,200,-1,0.050038
4,200,-1,0.053876
4,200,-1,0.0507
4,200,-1,0.053689
4,200,-1,0.054826
4,200,-1,0.056889
4,200,-1,0.054689
4,200,-1,0.057014
4,200,-1,0.060626
4,200,-1,0.054801
4,200,-1,0.057201
4,200,-1,0.052289
4,200,-1,0.053163
4,200,-1,0.055164
4,200,-1,0.057501
4,200,-1,0.058013
5,0,0,0.103327
5,0,0,0.098476
5,0,0,0.104052
5,0,0,0.104101
5,0,0,0.104427
5,0,0,0.096164
5,0,0,0.095514
5,0,0,0.103002
5,0,0,0.095989
5,0,0,0.163403
5,0,0,0.095914
5,0,0,0.100314
5,0,0,0.096651
5,0,0,0.097077
5,0,0,0.103264
5,0,0,0.102765
5,0,0,0.140264
5,0,0,0.201904
5,0,0,0.100677
5,0,0,0.683936
5,10,2,0.099902
5,10,2,0.107177
5,10,2,0.107289
5,10,2,0.096526
5,10,2,0.163327
5,10,2,0.098639
5,10,2,0.104489
5,10,2,0.100427
5,10,2,0.097164
5,10,2,0.103276
5,10,2,0.103277
5,10,2,0.097177
5,10,2,0.105301
5,10,2,0.098214
5,10,2,0.102514
5,10,2,0.101139
5,10,2,0.204941
5,10,2,0.103527
5,10,2,0.101389
5,10,2,0.099589
5,20,2,0.097127
5,20,2,0.101627
5,20,2,0.136702
5,20,2,0.108727
5,20,2,0.098026
5,20,2,0.098001
5,20,2,0.718124
5,20,2,0.107027
5,20,2,0.104252
5,20,2,0.142715
5,20,2,0.106914
5,20,2,0.097327
5,20,2,0.131889
5,20,2,0.243529
5,20,2,0.098876
5,20,2,0.096777
5,20,2,0.102751
5,20,2,0.10119
5,20,2,0.097027
5,20,2,0.102489
5,30,-1,0.105202
5,30,-1,0.106889
5,30,-1,0.106527
5,30,-1,0.105464
5,30,-1,0.102989
5,30,-1,0.096977
5,30,-1,0.099676
5,30,-1,0.104389
5,30,-1,0.096039
5,30,-1,0.099451
5,30,-1,0.105564
5,30,-1,0.106727
5,30,-1,0.108401
5,30,-1,0.109576
5,30,-1,0.098002
5,30,-1,0.101614
5,30,-1,0.102002
5,30,-1,0.098952
5,30,-1,0.103127
5,30,-1,0.105276
5,40,1,1.21723
5,40,1,0.107914
5,40,1,0.099202
5,40,1,0.102776
5,40,1,0.099089
5,40,1,0.213528
5,40,1,0.234804
5,40,1,0.098526
5,40,1,0.096164
5,40,1,0.104714
5,40,1,0.098126
5,40,1,0.104539
5,40,1,0.095852
5,40,1,0.107964
5,40,1,0.106926
5,40,1,0.096439
5,40,1,0.10549
5,40,1,0.198241
5,40,1,0.096689
5,40,1,0.104864
5,50,-1,0.103989
5,50,-1,0.098426
5,50,-1,0.212966
5,50,-1,0.105252
5,50,-1,0.104852
5,50,-1,0.098464
5,50,-1,0.097876
5,50,-1,0.097652
5,50,-1,0.102902
5,50,-1,0.099452
5,50,-1,0.098839
5,50,-1,0.105327
5,50,-1,0.107689
5,50,-1,0.107252
5,50,-1,0.105189
5,50,-1,0.098251
5,50,-1,0.097539
5,50,-1,0.098364
5,50,-1,0.105202
5,50,-1,0.107627
5,60,-1,0.102802
5,60,-1,0.098977
5,60,-1,0.097277
5,60,-1,0.104789
5,60,-1,0.104552
5,60,-1,0.098726
5,60,-1,0.102214
5,60,-1,0.104777
5,60,-1,0.101252
5,60,-1,0.12524
5,60,-1,0.105689
5,60,-1,0.096876
5,60,-1,0.105664
5,60,-1,0.098226
5,60,-1,0.103914
5,60,-1,0.104989
5,60,-1,0.101439
5,60,-1,0.096977
5,60,-1,0.108889
5,60,-1,0.102839
5,70,4,0.098189
5,70,4,0.097239
5,70,4,0.105739
5,70,4,0.105915
5,70,4,0.099464
5,70,4,0.098451
5,70,4,0.102252
5,70,4,0.100651
5,70,4,0.102027
5,70,4,0.098877
5,70,4,0.098089
5,70,4,0.105139
5,70,4,0.106252
5,70,4,0.107176
5,70,4,1.19083
5,70,4,0.106426
5,70,4,0.107277
5,70,4,0.105676
5,70,4,0.102502
5,70,4,0.103589
5,80,-1,0.099639
5,80,-1,0.096952
5,80,-1,0.102589
5,80,-1,0.103501
5,80,-1,0.104701
5,80,-1,0.097326
5,80,-1,0.097526
5,80,-1,0.105651
5,80,-1,0.106189
5,80,-1,0.105389
5,80,-1,0.104327
5,80,-1,0.100614
5,80,-1,0.105977
5,80,-1,0.107389
5,80,-1,0.102227
5,80,-1,0.106652
5,80,-1,0.103614
5,80,-1,0.10564
5,80,-1,0.097251
5,80,-1,0.153503
5,90,-1,0.144452
5,90,-1,0.105352
5,90,-1,0.104702
5,90,-1,0.097739
5,90,-1,0.162228
5,90,-1,0.424532
5,90,-1,0.098701
5,90,-1,0.104539
5,90,-1,0.096602
5,90,-1,0.097677
5,90,-1,0.102339
5,90,-1,0.106451
5,90,-1,0.436295
5,90,-1,0.105039
5,90,-1,0.097589
5,90,-1,0.097489
5,90,-1,0.098789
5,90,-1,0.103002
5,90,-1,0.098526
5,90,-1,0.100939
5,100,-1,0.106502
5,100,-1,0.110114
5,100,-1,0.106152
5,100,-1,0.106114
5,100,-1,0.128228
5,100,-1,0.097951
5,100,-1,0.097752
5,100,-1,0.101564
5,100,-1,0.105114
5,100,-1,0.103977
5,100,-1,0.107577
5,100,-1,0.097464
5,100,-1,0.097252
5,100,-1,0.102476
5,100,-1,0.101876
5,100,-1,0.104201
5,100,-1,0.097376
5,100,-1,0.097751
5,100,-1,0.105089
5,100,-1,0.106227
5,110,-1,0.112727
5,110,-1,0.105902
5,110,-1,0.097601
5,110,-1,0.224878
5,110,-1,0.235029
5,110,-1,0.105401
5,110,-1,0.103239
5,110,-1,0.104576
5,110,-1,0.097214
5,110,-1,0.108952
5,110,-1,0.098389
5,110,-1,0.100727
5,110,-1,0.098614
5,110,-1,0.173703
5,110,-1,0.096989
5,110,-1,0.107926
5,110,-1,0.103377
5,110,-1,0.170016
5,110,-1,0.099826
5,110,-1,2.71641
5,120,-1,0.104039
5,120,-1,0.099227
5,120,-1,0.104389
5,120,-1,0.106277
5,120,-1,0.101189
5,120,-1,0.136427
5,120,-1,0.097264
5,120,-1,0.110314
5,120,-1,0.101389
5,120,-1,0.101464
5,120,-1,0.098601
5,120,-1,0.102202
